"","feature","id.x","structurePerIdRank","formulaRank.x","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","molecularFormula.x","adduct.x","precursorFormula.x","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","ionMass.x","retentionTimeInSeconds.x","retentionTimeInMinutes.x","formulaId.x","alignedFeatureId.x","overallFeatureQuality.x","formulaRank.y","molecularFormula.y","adduct.y","precursorFormula.y","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass.y","retentionTimeInSeconds.y","retentionTimeInMinutes.y","formulaId.y","alignedFeatureId.y","overallFeatureQuality.y","id.y","con_1","con_2","con_3","con_4","con_5","con_6","con_7","con_8","sl1_1","sl1_3","sl1_4","sl1_5","sl1_6","sl1_7","sl1_8","sl1_9","sl2_1","sl2_2","sl2_3","sl2_4","sl2_5","sl2_6","sl2_7","sl2_8","sl3_1","sl3_2","sl3_3","sl3_4","sl3_5","sl3_6","sl3_7","le1_1","le1_2","le1_3","le1_4","le1_5","le1_6","le1_7","le1_8","le2_3","le2_4","le2_7","le2_9","le2_11","le2_12","le2_13","le2_17","le3_3","le3_5","le3_8","le3_9","le3_11","le3_12","le3_16","le3_17","mp1_1","mp1_2","mp1_3","mp1_4","mp1_5","mp1_6","mp1_7","mp1_8","mp2_1","mp2_2","mp2_3","mp2_4","mp2_5","mp2_6","mp2_7","mp2_8","mp3_3","mp3_4","mp3_5","mp3_7","mp3_10","mp3_11","mp3_12","mp3_13","px1_1","px1_2","px1_3","px1_4","px1_5","px1_6","px1_7","px1_8","px2_1","px2_2","px2_3","px2_4","px2_5","px2_6","px2_7","px2_8","px3_1","px3_2","px3_3","px3_4","px3_5","px3_6","px3_7","px3_8","id","ctrl_vs_sl1_log2FC","ctrl_vs_sl1_padj","ctrl_vs_sl2_log2FC","ctrl_vs_sl2_padj","ctrl_vs_sl3_log2FC","ctrl_vs_sl3_padj","ctrl_vs_px1_log2FC","ctrl_vs_px1_padj","ctrl_vs_px2_log2FC","ctrl_vs_px2_padj","ctrl_vs_px3_log2FC","ctrl_vs_px3_padj","ctrl_vs_mp1_log2FC","ctrl_vs_mp1_padj","ctrl_vs_mp2_log2FC","ctrl_vs_mp2_padj","ctrl_vs_mp3_log2FC","ctrl_vs_mp3_padj","ctrl_vs_le1_log2FC","ctrl_vs_le1_padj","ctrl_vs_le2_log2FC","ctrl_vs_le2_padj","ctrl_vs_le3_log2FC","ctrl_vs_le3_padj"
"1","1000.42861_17.0688","9874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9874",3974.88760962934,1890.2976010492,4359.41002152984,5515.11364934323,1715.970703125,1484.63680494263,1277.2928769767,340.671884019942,1676.00211059519,1005.45559707799,5155.76867697877,8601.00412900346,1309.60587772238,2114.61840685857,613.408643585012,1811.66405701301,1796.9680420712,921.660091327958,2104.47785444917,4276.29743542773,1235.90740929995,2636.33395202741,1921.93578606711,405.404649877489,1130.25242718447,1154.45814365709,1715.94883711771,642.205498791707,2253.65558663814,701.95642180372,858.317401045556,1080.93414365898,1419.36076184413,935.38120592744,765.772481079428,484.451972613502,1903.38428234059,675.647231388407,198.264466019417,626.424667662435,986.826405183734,342.097694682536,805.452478283086,774.844851185739,243.346743393558,686.24370408653,200.517762332963,1341.72118145768,2398.59237791624,1815.98806058932,1246.56954564722,1304.00726344008,1991.76654730702,1428.14989212513,906.593088212985,11574.0124557026,12166.9158996343,13707.7036804607,10778.4897518878,11050.8981766517,13870.41680616,11165.0570666271,5833.64931369267,1342.20072815534,1525.94349296389,1127.99633143111,530.964048688596,202.300865747325,1029.15179647084,180.163689320388,0.948501477416631,582.810380881255,1527.98068714429,470.541084265916,681.850586064886,656.818417358755,177.544884241972,571.489691155111,374.275925716866,2441.48957316022,172.759519299076,593.884723488709,1020.30198144873,994.086973265501,838.665188037049,552.043044200307,1337.37613890963,608.422240082299,231.887827331451,781.138111104728,3370.67593172565,739.662730259515,154.716252679359,0.995550161812298,0.993578775353263,194.369092893663,875.410599840458,1510.85726894465,1534.85142239369,384.054306915872,924.572675012775,404.20447143465,946.933422846519,"9874",0.116516930037909,0.965511891898561,-0.426283685501448,0.675597676266551,-1.08889177455174,0.270874023614152,-1.3705827078628,0.149379766385103,-1.80374947066666,0.0899222347524376,-1.60137286703404,0.0871462598483598,2.13256212415456,7.36155381080005e-05,-1.79126509621096,0.0867703655311294,-2.02727636179867,0.0585406025277986,-1.46185406242389,0.119036808141397,-2.13953740404803,0.0458537506329797,-0.72550017990442,0.275861108258427
"2","1000.57527_21.2589","13552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13552",28193.5364709279,54411.9528588863,59066.6992322379,60347.9083380925,61857.2648665049,78988.759929391,62236.2226510959,13822.5413277355,58522.5411566062,13422.2499107998,64548.0977455982,65295.7320611539,26996.0915770139,6735.08896837563,68836.1229238546,5768.07360049577,46303.03802589,46125.5263699194,63092.8680895451,53015.8637113024,63844.6528359734,50080.8580810965,51985.1842389144,33247.3705348096,57291.7475728155,79417.1431736696,17698.9028929282,22600.988468224,30286.1545581701,8466.39846765704,68224.28678118,79536.3690837379,65109.6334023025,70615.7353091467,59302.1794969804,38951.4467703014,42213.4794017318,35527.1756919145,67807.572815534,67515.3019044063,67097.5202893247,16228.3840435471,65655.041861562,71891.1252586344,64054.3567157462,64379.4656502639,69153.6327159388,70377.2637768358,87566.809158093,64888.0860827261,84015.6579133278,72211.859513114,66773.7827162317,72726.930420712,14601.9208889563,74169.0461112626,65926.6246374984,72440.0151352948,5222.92162891046,80036.4053990054,72485.6639883942,65735.9491958794,73975.5562995201,126725.877520538,72444.7311006872,66626.4726154302,73016.9178379945,49312.833467318,80033.9488696761,74532.0582524272,74296.1207260447,72267.7520537715,88369.838466689,59215.0196398132,76438.5325084323,65530.7100245643,84637.0799103809,81841.7487195169,90987.2651840144,71374.2310564715,4643.29451811508,75993.5890146436,62076.1424910672,94076.8715163062,59364.9994420266,45906.3898824732,68325.8328976848,75861.7134957886,50055.7861756856,47681.7866375596,15568.6382320702,70455.879877441,69855.039717564,67279.2799352751,80410.3302893396,54708.3678979721,67802.5921746406,65423.9364518976,77246.5194810701,78844.4151233908,73924.3152784875,75403.5245426063,71692.0897260145,"13552",-0.433846419561361,0.713010891139563,-0.0392000439083553,0.938150140270601,-0.368228621714013,0.627717119970784,0.201627070250472,0.716815373308596,0.187807081390065,0.659895156429132,0.431676121926224,0.117203454376688,0.283783544240433,0.497624810684569,0.558553087741733,0.11339056685634,0.563918778348589,0.0435642182239994,0.132002429275106,0.757764905069739,0.214190001781657,0.541235151099157,0.347883211016899,0.331926071799567
"3","1000.58155_21.6819","13543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13543",37510.553650702,25247.8992331372,9547.03446805053,9672.53112507139,16101.3127654733,65543.4024713151,21108.4097756947,19469.7323537129,41022.6888982693,51253.0020093519,46391.2876419286,65065.0390581408,59426.2726318552,79938.8355192188,50662.9717965177,44389.5058872134,76567.7629449838,73424.5242307059,64316.160635481,73597.3793735116,83735.3678078692,35038.6807538549,83978.3239652529,59401.5878484184,58953.8834951456,73879.0752527897,62836.7029677623,55686.2939330988,59190.3505018924,59374.6116504854,26521.4563106796,69893.2213288835,62166.7218420075,58066.5216147164,64161.7185230487,64126.3207811886,60026.8315402781,54631.4116771892,60764.213592233,56756.4678864824,59621.2255397929,67926.1792663606,61257.0478754766,64868.5796991883,47750.014145181,58579.6856657684,61571.728406119,44199.0619444824,39017.2453267642,35759.8132608188,32984.5431241548,21867.6307781481,30925.8005094319,52489.3867313916,26773.4549453883,57913.4106397702,25246.1177657294,25660.2107866662,70868.5701186623,76320.5089014703,51367.6420042406,10351.1378121989,17696.0757727932,27226.7653099328,73562.8793498418,35822.0227154821,26339.5826691784,25151.7822027085,18092.5618311955,72159.2621359223,20867.0325031659,31603.356982823,39102.4640107131,42984.5121544505,29084.5871457056,11486.0100596561,48477.4727408514,42896.2967280789,36892.7737638293,34133.3503762854,30390.9898176652,29671.1350104597,42677.3479626087,28638.9229178912,28586.7079567013,52464.4455799693,69821.4555638536,58228.2125634926,51275.19630217,43228.3196415235,82739.3710851863,44938.7557680239,51786.1921573572,26222.7912621359,88994.8509083918,48008.3742172689,53634.7362686538,82357.0810742655,61153.0381142155,62730.7121166759,47289.6806336229,39510.8871310873,27562.682390941,"13543",1.1014344990152,0.11646738895517,1.42959938365132,0.00780498025832134,1.14976719838078,0.0346098746555257,0.631689207962392,0.285045866055134,1.13162034563704,0.0321265547753283,1.04809877463372,0.0294497704886261,0.715995462056506,0.307779727409946,0.55122666116695,0.428029347880915,0.468402111024515,0.364119505822886,1.27404576394548,0.00560679014393705,1.22802002368589,0.00552064925984317,0.475987909579822,0.326270676020993
"4","1000.5845_22.2528","14314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14314",58037.8357454795,40865.447640212,75221.604175976,106254.483152484,68188.0305673544,43800.5869373345,61147.2159751078,69955.4263972711,47150.0084423807,40790.8289046215,58903.3283281224,53145.9005691329,42823.7247441616,58303.6092658832,87258.0793147717,47645.5903738897,23246.0962783172,40565.8005594866,39093.5270400385,56774.309763693,38651.1556463975,39476.4920045688,47349.0643274854,41187.8937381404,26656.5048543689,63802.2900132941,33942.4043403769,15206.0940348497,72191.3919285832,44080.0824657855,44468.928304705,25783.660307949,39647.0507719242,33897.6656106285,63835.7738322758,48590.2138167125,44121.7069010758,27897.3105460927,44670.4660194175,100158.472740851,57195.8799216412,15231.1676889954,45483.1802995165,87725.2689797867,78553.2591782936,59008.9456975156,46352.3746999606,74021.8186790647,48592.3576293291,55961.8569820059,69275.8857961771,50615.7018910303,86672.3699656687,51448.7049622438,68266.4301425971,45028.1102560339,50920.4513932669,11923.8897707557,65377.1154261057,80692.8062773126,45715.6634304207,76546.7119988142,44764.0547929919,57316.1202389843,44801.0995963783,28161.6062032165,90444.6920736125,92926.3007853565,127270.551342924,41275.3980582524,29707.0662726889,98145.929798357,33738.8516906595,58142.5613280961,86098.0824776848,119394.051935899,35762.6123973114,45592.7482608363,41929.7945360126,39517.0971448268,98403.5774331044,57022.9131577536,62411.8908579059,11732.1118025012,28894.2986273853,43386.6000255493,59892.4508961912,81499.5602134636,78831.8661277221,83547.0408456368,48284.0222752897,35905.2168776994,89106.1354179801,29727.1278317152,81254.8722483899,28729.810421095,82764.8133159523,103609.620476611,76874.0359096112,127318.147213549,31689.9335717936,98502.3507910107,45226.0915287976,"14314",-0.263710744416501,0.667192166298341,-0.681713581683551,0.0854671599942242,-0.608829922276827,0.209560359873387,-0.38356787048604,0.416578002946789,0.0128550886279337,0.97461710802563,0.184089389949485,0.705580208090915,-0.314395273047417,0.404820659703041,-0.0322386017559017,0.950454059567497,-0.0129172352539379,0.975135870004139,-0.672461854588373,0.0568070692668934,-0.0961852143085119,0.801132446162369,-0.0522391473626493,0.888490664025036
"5","1001.57817_21.2205","13232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13232",3927.32325766052,8176.85506111222,3606.77409919974,9529.17190177042,3459.38125758495,4853.57855251545,10523.6719903897,3311.79178693256,6344.52638243985,2281.68543313741,4176.70415089682,5406.86725811851,1915.97664654946,4009.16783057969,5888.39123806467,8656.91445982235,8998.77791262136,8735.04148839888,6253.30562464896,6556.92628686573,6180.5933776188,5859.80825242718,3396.88701527281,3425.65977045375,5941.09708737864,4742.75139991137,3440.03978022411,4582.64346885997,4183.08242142505,2276.04357234764,3917.56646751307,4871.55360664442,6489.02859568147,8492.90219724067,7887.86151670362,3823.60317638476,10839.1196536342,1894.65126747668,8992.24077669903,2455.71592606423,17989.8342410609,15546.0781167486,7329.31284147636,5861.71775027853,4504.73921429949,4340.29587655506,7672.62795113388,7128.58785724053,2624.32966236777,12143.1849758875,16033.2836122156,3117.26072308361,4217.24133412086,4328.12114347357,3213.40259026092,8969.85965316949,5463.47585424284,8271.36385617778,3568.9809600863,7392.85395991648,3304.67726816204,7192.17355295338,3432.5196406651,5112.45640403286,8115.50119995636,6710.52486474468,9368.63222721345,3341.85263743739,9080.15868825739,9246.40194174757,10234.3309413255,12801.2434652726,5404.70451121527,3618.58924998147,8370.00486368634,16100.56497836,4864.28872292756,3625.88775705221,5133.28815759765,6651.500373413,5239.89616386455,2746.26637343775,5162.13114014509,7950.60076615927,6997.68775806272,3835.80237608585,3874.14516430172,9918.84427441651,8513.88152245387,4194.17625093353,3508.25454118384,3637.26333567131,6803.97768251166,5133.05663430421,6903.38533115447,11381.0823232033,14258.3532112769,4207.68629428824,4886.10802560733,10517.0094521192,3716.96512519162,4151.99152902951,9329.57978253929,"13232",-0.292941954014344,0.794416355238194,0.0601769956731483,0.928457053111654,-0.511706159394976,0.411519209359997,-0.158501016735208,0.799964354123883,0.0367989530819027,0.944003311976379,0.398134835071896,0.473961695069604,0.00629899207825034,0.991870989782505,0.369225588389489,0.37496539418039,0.338464780133643,0.577655199549917,0.169352389698525,0.776830630665289,0.471361985271938,0.471084306833283,0.156147341286178,0.848094410325898
"6","1002.59157_22.0562","14127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14127",7475.99696827517,8158.96877903058,10990.3739285859,3314.12792689892,9373.64921495752,11240.6663724625,10564.3825203332,18065.1994227237,12150.3039257071,6327.77074608927,5121.75123416159,8631.76319607187,11991.8053004461,9710.42162039403,8243.74773329054,4547.84259450527,15132.3624595469,5624.57156080303,7820.7787852042,8582.88965011907,5079.89635155851,6738.93760708167,4659.59393629705,11644.1964960115,9480.40776699029,11638.2705555332,6545.23545166309,5371.43220841989,8199.2667640283,11717.7453503334,2257.90776699029,3203.60264335558,2153.26075653881,3602.08911599387,6489.26247993273,14279.2968180033,8075.5800314878,10735.042821447,3565.75922330097,11569.3650112024,20726.692140443,7599.83832311005,8649.72674030109,5415.48279086424,6960.35928759725,7515.86620030271,5045.34535879339,11539.4079037331,4711.59715983191,12472.5661235155,13519.2814322911,8134.83353861759,11618.6381926243,4529.75323624595,14249.1228003641,10820.8346788568,5806.04854368932,9440.8589648935,6548.86170442287,9914.99089402191,4384.12827809396,18116.8850515082,9451.68457761411,8901.36715832711,17890.3719864732,10331.9867709183,22113.6951166498,20677.5134500031,14008.9168024945,3363.18058252427,10414.5462220346,16348.4652725915,5066.23462085705,10370.2888534796,5270.8591208095,18780.6339922798,6617.68230022405,12474.7922559437,7190.88197109957,5514.38180042512,8790.95074591523,5390.88762538218,8784.48296459379,8832.60417131159,9460.33556522709,12158.8113183444,9032.59598581031,12516.2412396322,12264.0674196418,20911.5016947205,8241.56567099906,10950.900365462,15192.3540537133,4229.09708737864,3346.37331538979,8477.42184178779,10447.4111329455,16048.7857773295,10919.2463433247,3806.28210940507,3411.38362289218,9989.16787220052,10035.145631068,"14127",-0.246961194045322,0.781188270652802,-0.278485011094189,0.658887288600608,-0.327615753940685,0.602273069520818,-0.220404323618574,0.627186121116292,0.146591289637243,0.817477996150139,-0.114638453378679,0.846164449656203,-0.0882611593283278,0.8525644656257,0.443770103607482,0.361731567840147,0.052533407910636,0.913936041997852,-0.603806186568069,0.29035842371015,-0.10779321752732,0.82663695199005,0.0287150442353474,0.976533114478838
"7","1002.59945_23.0039","14341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14341",84030.3551449092,83340.6606677717,68702.9583214852,83601.6176470588,64963.8480354976,50230.0308914386,33820.2727505465,84242.916557334,40605.348248206,74904.500948339,67854.1679693928,76936.1165048544,64647.2605615324,60318.4630670527,79918.3240391559,82309.5455484404,56039.5186084142,64633.1413526411,30737.8169381369,10877.7191793369,47038.4247317322,79553.8278126785,78921.627774939,57002.2930675559,68469.6116504854,58014.3844418483,64739.92024262,35188.7421037012,66089.5131232516,51364.6309509884,55946.855862584,78095.7768886529,66215.510106637,34943.4334184977,63993.8076217415,76269.040350188,68725.2492784046,67692.8733286284,80703.2038834952,69638.1211725168,69088.9738014767,47782.4089044156,67909.902519555,77001.2352777336,49677.2937696907,27816.0500572188,58063.1304410131,45612.4627375906,70877.22793798,69466.484034756,33860.7928466181,62392.020178235,73451.1609878548,73014.9762675297,76380.7861802184,71795.7233324247,56673.4384062539,71047.3048100705,65600.1186623517,72593.4869653198,56125.6851913849,66798.8319869562,72024.277982368,82999.0169902913,71599.0727609905,63725.0898614096,63794.854368932,66773.1346237091,71994.8449790943,56890.8349514563,58769.1515407345,65035.4630321135,80227.0963759625,42467.4340398725,60461.2708942847,76795.0602409639,57939.1814787155,41404.8528399969,70741.9423120343,22831.4407996783,55132.1110584892,35455.6664699887,69611.8280578915,45545.7340332813,64988.1413904698,31315.8163004599,66309.1545929798,27369.5859319745,63749.1621862066,58191.9687482047,63205.2317569684,54201.2333419469,54867.4845542807,59553.8106796117,39594.1141978275,52778.5321996898,60763.9128742923,59764.0398436515,65228.4466019418,33277.3386510414,55825.2133367399,64708.6980234402,41188.7408687161,"14341",-0.0142613551313938,0.982480548692309,-0.380305184190835,0.411169029452927,-0.275130953721939,0.414289871788367,-0.499234694320399,0.144302095287366,-0.39420021115779,0.14711289026417,-0.350955578646074,0.177013669381937,-0.0538919114537339,0.811005867931815,-0.0434019258492528,0.853068195454914,-0.159464555470504,0.544740468648999,-0.0431521667113597,0.900919878131946,-0.243751936842529,0.369784778929214,-0.130660682446837,0.63095890571155
"8","1004.61605_24.6479","15019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15019",893.55697296712,2438.18266270788,8206.56574724784,2214.68917761279,4718.67443492112,1984.22197705207,5821.60578191772,2722.85659931776,9627.28999577881,15256.5270135772,9270.81621276946,9189.27128668675,5322.69548674889,11707.6699029126,3238.61518093557,20721.5081594712,1277.29085760518,6075.30267813066,5008.24261814972,6959.27882396043,6718.26591722023,14936.7661336379,10641.5579401578,5086.1240949872,4894.99029126214,10345.3607138541,6511.64926445972,4491.71365582736,3669.63164390324,12644.6865130425,884.04854368932,2158.92830324636,4700.43296726617,3139.41608584568,5418.58355630304,6977.2298669959,7762.70821306744,4788.87401529746,11798.3300970874,2736.5070201643,6668.58790605558,5563.41755697282,5546.75407806297,5639.62846172211,3116.87635825886,3726.93098674739,4616.72244115645,8365.31355121017,3445.97058397334,2596.6213804678,5353.46854247825,4322.97598174178,1564.41433792314,5440.34978425027,6362.1255309466,4909.2019123907,6058.32354053713,8629.08054930045,2115.74320388349,1198.20973887585,1817.66861957371,4510.07022159638,2722.17743555407,7214.36911874533,7477.49896367405,3882.87361965464,4762.94971743226,3484.60311669037,2550.9047197222,3622.03106796116,2303.910088645,5260.18073188947,5979.99518747908,2515.48927221522,751.191323630807,3925.39431512458,6060.78685586258,3028.32249063527,4188.11746443892,1155.92210030447,1796.94376035993,2687.12739365982,7797.75581982893,1284.24723838093,1497.58207789309,2940.1216147164,6742.84592979836,1909.55751302,7013.60726027927,2649.31803297524,5110.64069840276,3046.79231422349,3058.01979573824,2409.23139158576,3881.9122753052,3151.07531452864,1882.34395003599,2410.11057874165,2633.67795819731,2897.81407980839,1051.61535513541,2902.59590763161,2763.06185799328,"15019",1.54005063202297,0.178729775994793,0.967350238270003,0.242999326464206,0.775667800729705,0.433442982424849,-0.162976572900367,0.851347003207862,0.003911111731391,0.995200764733292,-0.558439221551213,0.379947102484492,0.14021838110915,0.842788314640425,0.28356257330499,0.643596003157209,0.128843632923176,0.858653820290996,0.68872624320915,0.285866276322402,0.375253904696236,0.438060480970689,0.36894299606216,0.510666792120768
"9","1008.47054_20.2718","12367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12367",11191.6122279568,8292.64520300916,8243.30529715237,8013.35893774986,9160.01037242111,8164.95939982348,8404.68890683156,7965.15468381002,8259.55086534403,8161.07733188109,7988.783836597,8413.56606405535,7509.89228548937,7231.95582808153,8748.61508063869,7266.94003305102,8401.44781553398,7727.27474493994,7492.14849955869,6602.36845576113,8123.18630556975,7784.61664762992,8503.46550843127,7036.02715498978,9163.56310679612,9372.03486685735,6763.03678686071,6865.74865391953,7265.91317673194,6487.58059422155,6899.62210604929,9819.54679915048,9194.31375669797,8646.07020950434,8068.61266340494,8183.76760760986,7653.25150879034,7933.4825185496,8590.83495145631,10179.8833084391,10058.5090521602,8043.86202624203,7652.30639518887,8039.42660751234,7297.0794059024,8022.39303776441,8112.35988607459,10479.357308902,10021.2376467179,9904.4911091755,8289.94826716186,8903.38340457905,7958.48098859316,7644.36510248112,9006.15120600728,9858.50105894441,9135.89232127096,9118.43698549227,8818.84881337648,9665.78106903752,9471.87021537775,9776.606573779,8319.36642115835,12775.5123226288,8372.95718337515,9229.84434521604,10607.5126793218,9528.06183909467,9014.23437389271,8149.10097087379,8095.46010975095,10283.2673637043,10401.7312311684,9195.37247091084,8539.50444440303,9781.24435606504,8812.18117998506,9116.57422979895,8694.20902009483,8909.90297006951,7566.13266635094,8458.72220136244,8272.46670516476,7989.35863550682,8476.04541903805,7748.6288962698,6783.37247946228,10649.8813733685,7572.33698216841,7084.97116102717,6677.62059583464,7032.23323120086,7307.59677215988,6701.04813915858,7811.51633182736,8348.76612856897,7448.93375099714,6552.63358971126,8274.61298596685,6816.82579872546,7335.84236075626,7671.28911538313,6609.22067191226,"12367",-0.127096666322608,0.490724666968398,-0.171096970391778,0.214269913782787,-0.20201726051093,0.277888076656496,-0.113000997605211,0.364072757049374,-0.190724471345584,0.200645940508782,-0.233542796072937,0.0480603459820654,0.095066077353579,0.344455673531073,0.125999512782006,0.421298264378231,0.107824382570997,0.292983277709346,-0.0282379444875552,0.841963072137946,-0.0428051784773635,0.729818695027004,0.0564686607270562,0.654767290769576
"10","1009.47134_20.2689","12352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12352",5777.66981268272,4310.59398167544,3617.27111345818,4968.02955454026,3809.23936210558,4459.34068843778,3612.04176923531,3114.18853319339,3818.66694807936,3536.5638955137,3367.72683890077,4201.49631737529,3509.39504067174,3927.0087435417,4242.12974404237,4023.66637058459,5072.32807443366,3781.25137814711,3692.68478696943,3483.89961531416,4015.11458354624,3838.02155910908,4280.09720093113,3520.86988080544,4427.5145631068,3973.45963421021,3828.82534118435,3253.7535506847,4246.86512670726,3339.00327523687,3292.66728902166,4450.15588971481,4481.99946946788,4890.81308124681,3605.14582218485,4169.70935518267,4765.7255313566,4454.69775115875,4313.23689320388,5254.9426064227,4634.85772716509,4278.58301173985,4281.18814118942,5008.31909517746,3363.87828714717,3751.73267747056,4147.36646007237,5389.09530972241,4933.05506448341,4969.26358054853,4601.35419736391,4407.22627155485,2238.82954335708,3667.47405609493,4751.99425439927,4850.68162469333,4439.48140209305,4511.04597807228,4955.31774541532,4520.26570942673,4323.57136480304,4604.86787593567,2575.11064613324,6844.48394324123,4231.11055961601,3631.0374268139,4739.4131285321,4411.41592975079,4562.51192332223,3812.41747572816,3698.20726044745,4740.96303211352,5180.86020672916,4338.66840213444,3583.56784003876,5345.02485670839,4704.38805078417,4440.7494839844,4147.27675547528,4933.45177227552,4009.97892493488,3699.88242235692,3649.39822066626,4561.90597320469,3604.57817207901,4132.89550332141,3460.19540702016,5472.8095544268,3577.26954318648,3587.51508014017,3138.00622455371,3595.29124367825,3543.95170848569,3473.47451456311,4116.39686628857,4255.53512954558,3836.08021868981,3481.58113730929,3610.89956331878,3458.14655061802,3161.44813490036,3395.35754071094,3110.50693883683,"12352",-0.136606328883922,0.696924165410015,-0.0876274399496414,0.747266065250589,-0.160284319766155,0.50712894163867,-0.0709668106977673,0.763839796066396,-0.142361844049414,0.504275203004988,-0.250105000939622,0.162292284973082,0.0468780498805617,0.815411605503162,0.0938188490081666,0.672628714290218,0.11577091193389,0.491863001321172,0.061370427267311,0.752161767462975,0.0444089315398143,0.801837285773516,0.0542406270655657,0.838655903583058
