"","feature","id.x","structurePerIdRank","formulaRank.x","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","molecularFormula.x","adduct.x","precursorFormula.x","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","ionMass.x","retentionTimeInSeconds.x","retentionTimeInMinutes.x","formulaId.x","alignedFeatureId.x","overallFeatureQuality.x","formulaRank.y","molecularFormula.y","adduct.y","precursorFormula.y","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass.y","retentionTimeInSeconds.y","retentionTimeInMinutes.y","formulaId.y","alignedFeatureId.y","overallFeatureQuality.y","id.y","con_1","con_2","con_3","con_4","con_5","con_6","con_7","con_8","sl1_1","sl1_7","sl1_8","sl1_9","sl1_10","sl1_11","sl1_12","sl1_13","sl2_1","sl2_2","sl2_3","sl2_4","sl2_5","sl2_7","sl2_8","sl2_9","sl3_1","sl3_2","sl3_3","sl3_4","sl3_5","sl3_6","sl3_7","mp1_1","mp1_2","mp1_3","mp1_4","mp1_5","mp1_6","mp1_7","mp1_8","mp2_1","mp2_2","mp2_3","mp2_4","mp2_5","mp2_6","mp2_7","mp2_8","mp3_3","mp3_4","mp3_5","mp3_6","mp3_7","mp3_8","mp3_9","mp3_10","le1_1","le1_2","le1_3","le1_4","le1_5","le1_6","le1_7","le1_8","le2_1","le2_2","le2_3","le2_4","le2_5","le2_6","le2_7","le2_8","le3_1","le3_2","le3_3","le3_4","le3_5","le3_8","le3_9","le3_10","px1_1","px1_2","px1_3","px1_4","px1_5","px1_6","px1_7","px1_8","px2_1","px2_2","px2_3","px2_4","px2_5","px2_7","px2_8","px2_9","px3_1","px3_2","px3_3","px3_4","px3_8","px3_9","px3_10","id","ctrl_vs_sl1_log2FC","ctrl_vs_sl1_padj","ctrl_vs_sl2_log2FC","ctrl_vs_sl2_padj","ctrl_vs_sl3_log2FC","ctrl_vs_sl3_padj","ctrl_vs_px1_log2FC","ctrl_vs_px1_padj","ctrl_vs_px2_log2FC","ctrl_vs_px2_padj","ctrl_vs_px3_log2FC","ctrl_vs_px3_padj","ctrl_vs_mp1_log2FC","ctrl_vs_mp1_padj","ctrl_vs_mp2_log2FC","ctrl_vs_mp2_padj","ctrl_vs_mp3_log2FC","ctrl_vs_mp3_padj","ctrl_vs_le1_log2FC","ctrl_vs_le1_padj","ctrl_vs_le2_log2FC","ctrl_vs_le2_padj","ctrl_vs_le3_log2FC","ctrl_vs_le3_padj"
"1","1000.19391_8.889","8516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8516",1.04012909511631,1.00275918750734,0.921802482460874,1.10901181664719,0.921802482460874,0.979302832244009,1.01286764705882,0.947891231964484,1211.93268647665,1632.9963755199,2166.73001673317,3090.64115439797,3493.40823529412,4731.09680407596,2607.55569963456,7815.05212355212,3298.53676470588,6317.70543184451,7031.25092296333,6792.8615916955,6746.95694073084,7531.12628170534,8010.60380622837,55624.9966450458,25313.5882352941,10120.987548304,19770.223183391,60422.452312964,40489.8798498123,20438.2860855185,28929.640399556,471.075805579585,583.992533451149,332.803873884184,1.04662990196078,187.107758221399,5436.75478017294,9737.94548783369,440.271624404685,0.953287197231834,0.926904710223573,616.496348479511,243.067149573584,0.969850102203043,0.964265552670204,255.111203043846,1.0510091065715,0.981215533088235,237.567248255234,0.913422459893048,465.073800993875,1.04881493307135,1.08740769034887,1.00275918750734,0.985063437139562,0.913422459893048,1.08039215686275,0.960578112698234,5052.00358402549,1.0510091065715,439.865933868456,0.964265552670204,605.272013871051,6481.63845337734,3477.74647275884,1205.32050685887,250.869823153142,190.824264705882,258.191586306654,1130.62032639143,1.09690470074493,1.03370854514645,158.785105126388,0.992850499883748,159.805434173669,463.167264420331,0.953287197231834,245.792769607843,0.981215533088235,2847.16298054655,1359.82396376272,6359.51532649757,1521.4693627451,966.663232382062,5581.60165511071,1339.36669286035,882.053358713005,4329.03942428035,4246.83387337986,2604.9100246969,4897.0272185356,7518.12601576713,3621.4167028435,7494.27187535283,7786.92647058824,6946.42158835365,14273.5692041522,16026.8558320764,3908.87087251257,3836.94522058824,2745.85976208665,3543.60639338915,"8516",11.7188863503226,0.0259144040831509,13.640710780459,0.164063476137399,14.852985773583,0.0124184226617212,11.3599561877439,0.0713609543682191,12.386792785938,0.00207212476721309,12.8504803440768,0.051317566413415,11.0810324547436,0.269372348676944,7.14035711549917,0.241449227266992,6.48061599706629,0.322272057237699,9.58675948797828,0.392226942946845,10.6774809896065,0.157418116882347,7.02221111193027,0.124678477753133
"2","1000.42989_17.039","10248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10248",4703.46376811594,1935.32523188916,1540.33194819212,1429.51623165823,1374.40750134916,1746.09694989107,800.671875,832.912025527192,9611.55845967253,9446.81806298277,17753.7746170678,9859.13585696943,10999.5294117647,14814.3457619268,7267.93227631734,2621.50482625483,13258.3613445378,14675.7208134895,13242.7147428009,15642.1280276817,13273.1701203209,9196.82336751214,9849.95501730104,7983.67697383136,18442.2941176471,20012.7860669815,19445.1522491349,16603.00513992,12217.5112640801,15717.1025277581,10151.9150943396,2004.91192690311,9759.80137591517,8159.31494621195,6905.66409313725,6273.84576192682,17786.2075264889,18007.078313253,17742.7815677693,7850.32006920415,10010.5708704146,22461.8058001644,7967.14913623442,2668.05763116057,2293.02348424975,1732.03279381568,6378.57426778243,6749.78165211397,9548.45781405783,4877.67593582888,10649.7162833699,2541.27858283188,8417.62293099058,866.28366208759,18194.1216839677,6748.36513368984,10922.7647058824,5825.90625351479,8834.93298441233,3196.11869308393,2962.111836588,1059.72784238455,1247.18064474698,11547.7466698102,10001.3018233123,8426.32219251337,1514.64530289728,1987.24632352941,764.177091369335,953.590354402631,1.09690470074493,1582.60778261922,2386.82057642334,1422.75476633341,9075.41759103641,2011.4804111936,2485.21972318339,1893.84926470588,0.981215533088235,5974.19644511348,6466.31800694962,12656.3480841878,5171.45343137255,5936.0702970297,10324.6259226124,5515.65968792097,2279.07484956404,2565.35669586984,9489.91749750748,8481.05781320162,9941.98346642672,8710.37774408733,6759.91605166052,2410.66388167551,2249.93985104771,7781.36690732631,8339.54705882353,12677.6401458019,10019.6331729718,8208.71832107843,4123.4499618029,1197.91725562683,"10248",2.51986999480985,0.0132552925138054,2.75747675974572,0.000105930516869252,3.16331932930984,0.000520544027598829,1.91925343905338,0.0321801053244632,1.81707049283201,0.0259310777908802,2.05845746860711,0.0331958968005109,2.59269712700537,0.0279448435020683,2.09500500395168,0.114461928757608,2.10632598129387,0.0573303513223388,1.50613734322698,0.0927382290342537,1.29308712179516,0.280494781015234,0.538349531673303,0.582764052387675
"3","1000.55731_17.9999","10666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10666",964.303684082329,186.112105201362,368.997533729088,1.10901181664719,334.890841878036,195.860566448802,1.01286764705882,0.947891231964484,1288.58483929654,1304.16428995841,2983.51357961127,1927.52703895817,1436.28470588235,1373.63993747105,746.123370269952,241.007750397456,1761.17121848739,1006.41366327713,1465.10669456067,1261.56055363322,814.468360071301,649.502029141932,680.203287197232,1044.87888615522,1364.53529411765,1414.55469085444,2066.6630911188,1919.78343803541,1585.1766583229,1216.61268603827,1130.83423973363,205.385726643599,214.105440545317,300.842973220417,191.114620098039,815.184593561834,922.594507368165,1216.61268603827,2088.67936671386,432.601730103806,766.086742999783,3079.47346483504,851.622129892849,167.493112650466,404.798679010952,192.184460683657,876.856897612601,488.154727711397,261.834870388833,434.697748663102,1019.56968681382,1.04881493307135,1021.83700662083,1.00275918750734,1615.50403690888,1040.38818181818,1420.71568627451,600.265262625127,921.779303675048,575.532586758553,183.865802084581,367.385175567348,383.80695479065,1065.17140162678,1403.33373127849,1206.31335735875,1.07117772482127,522.031985294118,182.010655737705,1.04012909511631,1.09690470074493,172.732697893972,368.918125442948,281.671686817019,530.802840336134,0.975499714448886,171.687024221453,1.10171568627451,0.981215533088235,606.221225104215,1065.1777736411,1450.91710739342,404.55,1391.74834012813,934.851420263923,737.370739784463,684.456625322363,1571.28097622028,2176.63540628116,1366.21155141446,2348.61348554718,2696.29126743481,967.68851747341,721.656339618381,211.302448876546,1819.49343117529,1400.76020761246,2793.16000502765,2820.99830527006,501.754375,422.13166539343,176.623148852887,"10666",2.46046040323677,0.0336015805924324,2.08034579957743,0.00336784869206914,2.57403746320491,0.000334250176357216,1.82510698865478,0.0289740824334076,2.55422131174984,0.0186864684036182,2.46725518505281,0.0952287607809131,1.53608678630153,0.216203192630973,1.72149548604686,0.255609658183429,1.23819610786325,0.277133309298392,1.41988995084513,0.0908351370907144,1.09371390547947,0.37260280277905,-0.425431908932981,0.74880247875456
"4","1000.55765_16.3693","9982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9982",1.04012909511631,1.00275918750734,0.921802482460874,1.10901181664719,0.921802482460874,0.979302832244009,1.01286764705882,0.947891231964484,1.0358399029715,1.01491384432561,611.323471489252,1148.03321929147,1.05764705882353,0.988941639647985,1.00677826240717,0.969850102203043,439.49012605042,453.903005534818,397.386543194684,1048.5830449827,164.891783645276,0.921802482460874,1.01903114186851,0.955099530306419,4169.23333333333,2602.67062043796,1216.55334486736,2103.1773843518,240.074630788486,1.00879990550437,345.88551054384,0.923496972318339,1.07807371875789,0.977397573815518,1.04662990196078,0.988941639647985,1.04012909511631,1.00879990550437,1.0993049298494,0.953287197231834,0.926904710223573,1.00275918750734,0.933796195057949,0.969850102203043,0.964265552670204,1.03158594033096,1.0510091065715,0.981215533088235,1.06436939182453,0.913422459893048,0.98699872876459,1.04881493307135,1.08740769034887,1.00275918750734,0.985063437139562,0.913422459893048,1.08039215686275,0.960578112698234,0.971726021162817,1.0510091065715,1.02318198155026,0.964265552670204,1.09690470074493,1.00677826240717,0.926904710223573,0.992850499883748,1.07117772482127,1.01286764705882,1.02947203471553,1.04012909511631,1.09690470074493,1.03370854514645,1.00879990550437,0.992850499883748,0.956918767507003,0.975499714448886,0.953287197231834,1.10171568627451,0.981215533088235,0.988941639647985,1.05987838173244,150.253804641122,1.10171568627451,0.994816540477577,0.955099530306419,0.958744948361024,1.04881493307135,1.0688986232791,1.06436939182453,0.958744948361024,186.832442919807,238.346761673742,0.926904710223573,0.964265552670204,1.07807371875789,169.212889099302,0.985063437139562,657.498271744595,319.825196807347,1.04662990196078,0.932063734584743,0.928618027617701,"9982",7.79747117694779,0.399594425672746,8.30349958230845,0.103989981776225,10.5867471972703,0.0831117801843539,4.30960843730765,0.553913853062449,5.76401546926227,0.305676025125647,7.37226770908805,0.259460354091328,0.040726200795657,0.481531285134695,-0.0186839575607965,0.730045164249142,0.0242445883665197,0.667505310051433,0.0227114755089475,0.709766188576025,0.0432533126032077,0.420313421279987,0.0123871518926947,0.816085919826483
"5","1000.57624_21.058","13987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13987",27719.4403848496,27776.4294939533,25884.2137075013,32394.2351642644,31203.0140313006,10184.7494553377,27236.0110294118,7421.98834628191,28454.522134627,26215.2245989305,34562.1469944652,18285.5865798477,8028.59882352941,8910.36417322834,29871.1110456206,13645.7909379968,33551.9642857143,18292.434032694,31488.2328328821,28053.9273356401,31170.5414438503,26962.7226119806,32425.5709342561,16570.9768508164,10333.9509803922,31609.7509660799,31522.029988466,27089.6270702456,21805.5319148936,12882.3747932908,35526.9633740289,40393.7575692042,37118.0781368341,40493.5814831769,43204.8823529412,42089.3561834182,46181.731823164,49996.1233167966,9805.79997425666,40648.1660899654,41228.7215107445,38706.5046377833,20889.0208834463,40879.1818078583,19314.2390199842,47896.5352095664,8919.91428747231,46843.2295496323,41137.8769940179,40610.7625668449,46260.6304171963,48318.9039665971,50705.8206009677,38846.8909240343,42722.2012687428,47351.8203208556,46435.2549019608,38125.3452929929,38966.213448629,43595.8577405858,44508.4161974362,49515.036129615,48088.3020806576,45395.6318519392,44157.740395051,44042.8481748431,53087.5680421422,51534.7058823529,52400.1265670202,48979.6790890269,57828.8158232725,50165.8756959574,48452.6594613749,48292.2483143455,50707.1254901961,52042.9097658481,52535.6574394464,56859.5465686274,46813.7930836397,34217.3807318203,30312.5217175478,6620.385429034,37513.4191176471,35992.4624344787,4638.91841869828,35742.011674899,39183.7258995456,34536.1145181477,35539.2939930209,34332.6566008083,31382.0869418513,37165.9357186173,34174.9766659431,33701.0810658236,37560.0883615249,42838.9620073381,35738.1014994233,38451.57239819,34391.7138639843,40085.925245098,8207.75324675325,34228.8604979885,"13987",-0.176400309001229,0.735432238734378,0.203108737127289,0.529446314763161,0.0400689379503933,0.925427847468671,0.240287653257849,0.685262743475785,0.552486338490837,0.0429044246927021,0.494168825922629,0.217379102308642,0.704296359322658,0.0734258334427675,0.445432773325463,0.311207487310175,0.904999056112888,0.00382870532334137,0.909618430554276,0.00270873263512319,1.0660576814595,0.000411540373878444,1.09638442477136,0.000365101992283836
"6","1000.58385_18.7724","11195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11195",175.989842893679,169.366026769989,121.217026443605,124.985631736138,0.921802482460874,237.774727668845,1.01286764705882,102.75140954495,607.623687083081,1270.67213309566,2045.80647444974,1579.72387153736,1772.61647058824,2069.85485178323,961.271884946363,169.238842834431,1940.59348739496,4585.20086240185,2617.01267536303,2135.8892733564,2047.58868092692,1719.16162978953,1704.83910034602,1574.95912547528,7094.93529411765,5498.70319879777,2930.5637254902,6130.0402055968,2305.61433041302,2571.43095913064,2114.74533851276,0.923496972318339,545.720916435244,234.477677958343,194.882487745098,0.988941639647985,1089.01516258677,965.925909520435,861.964995494916,290.085294117647,196.133036683308,1374.78284607256,554.48818062541,0.969850102203043,157.753844416845,1.03158594033096,1.0510091065715,211.255704273897,378.170444915254,377.791529411765,806.476661273547,1.04881493307135,459.647230710466,1.00275918750734,1267.77664359862,582.306818181818,911.094705882353,462.42230345293,285.881795426101,344.941188776766,629.461555049718,347.714158292876,1.09690470074493,1370.22521513615,1022.3758953766,694.896064868635,1.07117772482127,215.031801470588,169.245202507232,1.04012909511631,1.09690470074493,230.31026385863,286.398293172691,195.194408277145,1242.08056022409,366.690342661336,165.3,232.021323529412,0.981215533088235,524.732433997221,492.949435343758,1520.97409606044,709.725245098039,932.938951659872,907.63108365019,475.537494387068,390.159155102542,1058.74408635795,1268.72831505484,887.126700718455,1426.45849735688,1047.23414190418,1306.93564141524,394.19175793158,387.998731380964,1066.42531660552,1241.17993079585,2328.34898190045,1491.27252350754,1040.14079656863,475.818536505511,382.033456561922,"11195",3.4876030376746,0.0191300228464098,4.29423624788336,0.0032565145756211,5.13138421828636,0.00931910583349105,2.67249188184239,0.02605508634163,3.05776693461927,0.00402946420037802,3.29566161723103,0.0312682334927801,2.05969136121958,0.145537983094852,1.46377384113875,0.409332152190118,1.90713659233893,0.154837365792904,1.93234515022453,0.0376409794033916,1.89548134647638,0.235430289658426,1.54153931238599,0.235288822768302
"7","1000.58495_21.8582","14733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14733",1.04012909511631,1.00275918750734,0.921802482460874,4248.62426957538,0.921802482460874,42844.4989106754,1.01286764705882,46617.2907880133,1.0358399029715,1.01491384432561,38013.9644741923,51209.0679836663,43797.1647058824,27937.6013200556,1.00677826240717,59151.1577333636,0.944327731092437,51150.6583858926,1.0510091065715,44980.0346020761,13358.8034759358,29045.9962223421,45357.0761245675,49531.4616416909,56245.2156862745,39750.5452984113,30655.1741637832,43760.917190177,46090.9086357947,52054.0751240255,27583.6348501665,41658.9484212803,70010.1072961373,26702.50171664,13648.0539215686,62689.0105372858,63531.085129704,51247.035199622,69882.8143905264,6090.55190311419,23079.927284567,73020.9240342844,58717.1047452438,34565.4576425165,63284.7482217455,9658.73915931876,75336.332759045,14600.4871323529,92142.4582502493,20067.8914438503,17489.6174737085,20609.213434852,13755.7072829132,1.00275918750734,64176.8829296424,49260.8732620321,20170.9215686274,39460.5488696435,10183.6887017863,21577.2169579129,13761.797651851,57566.6534944112,34859.6313896738,15413.7751974537,23775.1058172346,28752.9504766333,38808.7689702747,65927.5551470588,26323.599927676,33918.6097917428,65068.3868481891,30442.7166545631,24231.373730215,16570.6748430598,18391.9787114846,49916.3203883495,22926.5570934256,33304.8651960784,24500.9518612132,34108.597151459,47726.3235294118,50293.5434430653,1.10171568627451,0.994816540477577,53953.5724670096,34850.3788729232,40610.1142085227,1.0688986232791,29653.3312562313,16682.1621014818,11488.5142278709,33250.4608853851,0.926904710223573,0.964265552670204,14359.9419338551,1.01082968398627,6605.8354094579,1.07346656611362,8362.14492674393,1.04662990196078,49138.4000873076,42010.6795694248,"14733",1.2318811774752,0.388264366442697,1.31660871058505,0.229133076375911,1.85257003011358,0.0130885101560013,1.48070041572833,0.201283403617483,0.170029583780251,0.907546900726945,0.371987541721862,0.882309808349704,2.09136764990085,0.0194307891283475,1.87501888953713,0.0775312909708717,1.37366873736548,0.305273110607764,1.39722727171907,0.136423144343403,1.6689011636062,0.0544748304896761,1.23301741933346,0.145701147647434
"8","1001.43151_17.0381","10258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10258",848.017251248325,837.805301162381,197.542271991365,154.818049603948,154.770636805181,554.187472766885,1.01286764705882,0.947891231964484,1738.13935718617,1949.64949494949,6471.60812202343,2179.1894934334,1388.69058823529,5829.81096572487,717.128156312625,901.281699977288,5348.67226890756,2572.3735358476,2788.32715973419,6085.65397923875,3712.68170677362,2215.09136535348,2228.62110726644,1692.43636770297,7467.67058823529,8447.90763203091,7481.55680507497,6333.91964591662,3557.29461827284,5835.90745334278,2088.20438401776,463.041381920415,2288.750504923,1167.01270313573,2190.59638480392,1036.41083835109,7008.38984289368,5936.78744389322,7146.58134895096,1462.34256055363,2275.55106359887,8372.03645649877,1900.27525694293,350.309856915739,795.904787173987,776.577895881145,1155.05900812208,864.549006204044,1597.61845712861,539.467304812834,4501.7012018953,160.993092226452,1980.16940412529,181.098309263825,6785.1169550173,1108.89486631016,4236.21764705882,1062.39939264425,1129.14563659119,668.967296332759,633.861237570385,287.543987806255,267.425366041613,2247.1290816928,2400.68319947905,878.970547547082,331.315270287219,339.209375,191.584745660559,132.928498355864,1.09690470074493,376.476652142338,676.803856602882,688.045396419437,1280.35731092437,571.935482581382,326.882179930796,174.291421568627,0.981215533088235,1167.94007642427,1336.50663936461,3409.74738262277,571.570098039216,578.286854979616,2920.69436367703,601.228957117198,216.894928159155,1464.39111389237,1840.29467846461,1639.45386169735,1982.63322460916,1297.90739842329,1318.05849793792,549.245658800948,470.686985609694,1849.81832169487,2081.43904267589,2438.91603821016,1114.01886070413,1553.1987745098,772.587629597293,314.987234967924,"10258",2.94536368441922,0.0964902776800825,3.27677076439609,0.00614331564573053,4.09869349288444,0.00356615098077351,1.97438234472322,0.169111908551432,1.94194254863647,0.0085419893841686,2.0735299212621,0.0352905829507517,3.30856581666701,0.0746223398430508,2.63595614868829,0.200229470613667,2.59508185833393,0.165538932014079,1.77284923413561,0.214638808816507,1.24655710794574,0.347886713190907,0.575175639688423,0.500316008333517
"9","1001.56997_15.8195","9798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9798",1.04012909511631,1.00275918750734,0.921802482460874,1.10901181664719,0.921802482460874,0.979302832244009,1.01286764705882,0.947891231964484,117.049909035779,493.654093879976,961.232230660317,5169.91971084869,215.019647058824,1442.86585224641,499.664051632677,138.300624574154,1158.69012605042,2055.70021881838,2669.56313069161,1759.86678200692,1884.88530525847,471.686330275229,343.209688581315,1256.91098188325,15190.3137254902,13228.7907900386,11653.300461361,14349.6007995431,2367.6104505632,2759.06774155445,1599.09250832408,0.923496972318339,1.07807371875789,0.977397573815518,1.04662990196078,0.988941639647985,1.04012909511631,1.00879990550437,1.0993049298494,0.953287197231834,0.926904710223573,1.00275918750734,0.933796195057949,0.969850102203043,0.964265552670204,1.03158594033096,1.0510091065715,0.981215533088235,1.06436939182453,0.913422459893048,0.98699872876459,1.04881493307135,1.08740769034887,1.00275918750734,0.985063437139562,0.913422459893048,1.08039215686275,0.960578112698234,133.709500512004,1.0510091065715,1.02318198155026,0.964265552670204,1.09690470074493,1.00677826240717,0.926904710223573,0.992850499883748,1.07117772482127,1.01286764705882,1.02947203471553,1.04012909511631,1.09690470074493,1.03370854514645,1.00879990550437,0.992850499883748,0.956918767507003,0.975499714448886,0.953287197231834,1.10171568627451,0.981215533088235,0.988941639647985,1.05987838173244,568.752131678359,1.10171568627451,111.021525917298,512.124368150302,0.958744948361024,1.04881493307135,115.334161451815,139.538827268195,491.644409519533,626.392987290518,1370.41619163129,578.203158237465,74.4605859771932,1.07807371875789,887.20521363475,185.388938869665,1854.95022624434,1392.2901268314,395.416776960784,0.932063734584743,0.928618027617701,"9798",10.1534076630019,0.264825335679094,10.5135676639972,0.00774583113352433,13.1043242291627,0.0278232440871904,7.23694180894107,0.306258413880145,8.74174128260309,0.0876609359986748,9.40799994019992,0.128918243292474,0.040726200795657,0.481531285134695,-0.0186839575607965,0.730045164249142,0.0242445883665197,0.667505310051433,4.14916261871694,0.484118414273052,0.0432533126032077,0.420313421279987,0.0123871518926947,0.816085919826483
"10","1001.57877_21.086","13914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13914",2079.2180611375,833.994816249853,846.03031840259,1776.6369302688,765.741322180248,1265.25925925926,402.209742647059,1891.04300776915,2525.37768344451,1084.94289958408,1116.89380872699,1082.9968546518,1798,1169.91795970357,551.815165625368,1648.74517374517,2917.02836134454,1463.17486162955,692.930303962589,2380.45674740484,1210.28475935829,670.058224500809,2201.10726643599,895.405809662268,2404.95294117647,1657.49506225848,1891.32179930796,1853.44945745288,1899.43285356696,1482.93586109142,1033.20144284129,2156.36543036332,2208.97304973492,1340.98947127489,1657.86176470588,1944.25926354794,2048.01418828401,1269.0702811245,2207.4042991376,2073.39965397924,2913.26150423269,3911.76359046613,1542.63131423573,2399.40915285033,1687.46471717286,5233.23547529895,1451.44357617524,2327.44324448529,2929.1445663011,4496.77877005348,1782.51970414885,2031.5545253592,3096.93710211357,2628.23183045673,1221.47866205306,2803.29352941176,2050.58431372549,3045.0326172534,1745.21993400842,2677.97120354418,2958.01910866179,2474.30540815174,3178.8298227588,1548.42496758222,1817.66013674843,2834.5881771681,6414.21221622978,2414.67647058824,3306.66417550627,4810.59706491292,3416.85814282045,3337.8448922779,3078.85731159934,3360.79894210649,3217.16089635854,2636.77572815534,2774.06574394464,3096.92279411765,2092.93273207721,1982.82798749421,1940.6373169521,1911.81834862385,1109.42769607843,2383.58043098427,1625.57940058153,1962.55090929502,4652.54304310451,1791.47409261577,2505.52554835493,3165.7758194881,2427.38089078844,4383.67446937538,638.17389298893,1595.85948966919,2942.06317849028,2234.94443129364,2349.37629757785,2719.09081196581,1147.63552372622,2896.02493872549,2236.0208992688,2710.63602261607,"13914",0.155026780655672,0.784458155552771,0.334199020632497,0.537378674395305,0.502539565718972,0.152333256535643,0.833350135734972,0.165127301048882,0.980085689903939,0.0670726122035971,0.917282810804026,0.0239964516053534,0.589125281224858,0.111944084819583,1.10524299307496,0.0680342689757603,1.05693596700527,0.0323145417509721,1.08611764550527,0.00284006638630265,1.42977601885105,0.0245220997885755,1.25882404565151,0.00024869567538992
