"","feature","id.x","structurePerIdRank","formulaRank.x","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","molecularFormula.x","adduct.x","precursorFormula.x","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","ionMass.x","retentionTimeInSeconds.x","retentionTimeInMinutes.x","formulaId.x","alignedFeatureId.x","overallFeatureQuality.x","formulaRank.y","molecularFormula.y","adduct.y","precursorFormula.y","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass.y","retentionTimeInSeconds.y","retentionTimeInMinutes.y","formulaId.y","alignedFeatureId.y","overallFeatureQuality.y","id.y","con_1","con_2","con_3","con_4","con_5","con_6","con_7","con_8","sl1_1","sl1_7","sl1_8","sl1_9","sl1_10","sl1_11","sl1_12","sl1_13","sl2_1","sl2_2","sl2_3","sl2_4","sl2_5","sl2_7","sl2_8","sl2_9","sl3_1","sl3_2","sl3_3","sl3_4","sl3_5","sl3_6","sl3_7","mp1_1","mp1_2","mp1_3","mp1_4","mp1_5","mp1_6","mp1_7","mp1_8","mp2_1","mp2_2","mp2_3","mp2_4","mp2_5","mp2_6","mp2_7","mp2_8","mp3_3","mp3_4","mp3_5","mp3_6","mp3_7","mp3_8","mp3_9","mp3_10","le1_1","le1_2","le1_3","le1_4","le1_5","le1_6","le1_7","le1_8","le2_1","le2_2","le2_3","le2_4","le2_5","le2_6","le2_7","le2_8","le3_1","le3_2","le3_3","le3_4","le3_5","le3_8","le3_9","le3_10","px1_1","px1_2","px1_3","px1_4","px1_5","px1_6","px1_7","px1_8","px2_1","px2_2","px2_3","px2_4","px2_5","px2_7","px2_8","px2_9","px3_1","px3_2","px3_3","px3_4","px3_8","px3_9","px3_10","id","ctrl_vs_sl1_log2FC","ctrl_vs_sl1_padj","ctrl_vs_sl2_log2FC","ctrl_vs_sl2_padj","ctrl_vs_sl3_log2FC","ctrl_vs_sl3_padj","ctrl_vs_px1_log2FC","ctrl_vs_px1_padj","ctrl_vs_px2_log2FC","ctrl_vs_px2_padj","ctrl_vs_px3_log2FC","ctrl_vs_px3_padj","ctrl_vs_mp1_log2FC","ctrl_vs_mp1_padj","ctrl_vs_mp2_log2FC","ctrl_vs_mp2_padj","ctrl_vs_mp3_log2FC","ctrl_vs_mp3_padj","ctrl_vs_le1_log2FC","ctrl_vs_le1_padj","ctrl_vs_le2_log2FC","ctrl_vs_le2_padj","ctrl_vs_le3_log2FC","ctrl_vs_le3_padj"
"1","1000.58385_18.7724","11195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11195",175.989842893679,169.366026769989,121.217026443605,124.985631736138,0.921802482460874,237.774727668845,1.01286764705882,102.75140954495,607.623687083081,1270.67213309566,2045.80647444974,1579.72387153736,1772.61647058824,2069.85485178323,961.271884946363,169.238842834431,1940.59348739496,4585.20086240185,2617.01267536303,2135.8892733564,2047.58868092692,1719.16162978953,1704.83910034602,1574.95912547528,7094.93529411765,5498.70319879777,2930.5637254902,6130.0402055968,2305.61433041302,2571.43095913064,2114.74533851276,0.923496972318339,545.720916435244,234.477677958343,194.882487745098,0.988941639647985,1089.01516258677,965.925909520435,861.964995494916,290.085294117647,196.133036683308,1374.78284607256,554.48818062541,0.969850102203043,157.753844416845,1.03158594033096,1.0510091065715,211.255704273897,378.170444915254,377.791529411765,806.476661273547,1.04881493307135,459.647230710466,1.00275918750734,1267.77664359862,582.306818181818,911.094705882353,462.42230345293,285.881795426101,344.941188776766,629.461555049718,347.714158292876,1.09690470074493,1370.22521513615,1022.3758953766,694.896064868635,1.07117772482127,215.031801470588,169.245202507232,1.04012909511631,1.09690470074493,230.31026385863,286.398293172691,195.194408277145,1242.08056022409,366.690342661336,165.3,232.021323529412,0.981215533088235,524.732433997221,492.949435343758,1520.97409606044,709.725245098039,932.938951659872,907.63108365019,475.537494387068,390.159155102542,1058.74408635795,1268.72831505484,887.126700718455,1426.45849735688,1047.23414190418,1306.93564141524,394.19175793158,387.998731380964,1066.42531660552,1241.17993079585,2328.34898190045,1491.27252350754,1040.14079656863,475.818536505511,382.033456561922,"11195",3.4876030376746,0.0191300228464098,4.29423624788336,0.0032565145756211,5.13138421828636,0.00931910583349105,2.67249188184239,0.02605508634163,3.05776693461927,0.00402946420037802,3.29566161723103,0.0312682334927801,2.05969136121958,0.145537983094852,1.46377384113875,0.409332152190118,1.90713659233893,0.154837365792904,1.93234515022453,0.0376409794033916,1.89548134647638,0.235430289658426,1.54153931238599,0.235288822768302
"2","1009.59546_17.1382","10351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10351",1.04012909511631,1.00275918750734,0.921802482460874,1.10901181664719,0.921802482460874,0.979302832244009,1.01286764705882,0.947891231964484,169.981328077623,323.960499108734,1349.94645385506,1046.23717029025,461.980235294118,1577.36191523854,322.068366144053,203.668521462639,1643.13025210084,1449.98320247136,1767.79731725326,2042.1384083045,1241.68365641711,533.723637344846,726.467301038062,1558.72243346008,17448.3333333333,7265.29223915844,4154.99757785467,8018.60765276985,3075.22133917397,3124.25330734703,1381.07752497225,0.923496972318339,1.07807371875789,0.977397573815518,1.04662990196078,159.31849814729,244.430337352332,671.558097094259,1142.17782211353,163.20276816609,108.633232038203,1504.13878126101,181.063082221736,0.969850102203043,0.964265552670204,1.03158594033096,224.495545163672,0.981215533088235,1.06436939182453,0.913422459893048,545.21809776956,1.04881493307135,157.456633562516,1.00275918750734,970.977029988466,168.252417112299,132.023921568627,0.960578112698234,504.520150187735,1.0510091065715,1.02318198155026,0.964265552670204,1.09690470074493,328.109035718496,150.065872585196,164.515327830737,1.07117772482127,1.01286764705882,1.02947203471553,1.04012909511631,1.09690470074493,1.03370854514645,1.00879990550437,137.509794233899,224.780218487395,0.975499714448886,0.953287197231834,1.10171568627451,0.981215533088235,0.988941639647985,1.05987838173244,1193.73421478683,1.10171568627451,0.994816540477577,793.687709684634,0.958744948361024,1.04881493307135,1.0688986232791,131.981804586241,227.701925235743,716.399156450343,325.668065494239,153.310039070979,0.964265552670204,1.07807371875789,313.155036098947,301.133892733564,1052.74866138763,444.486988847584,250.039883578431,183.989381207028,0.928618027617701,"10351",9.42508429478543,0.0594382546246146,10.4321067913374,0.00142324240687826,12.6447846685237,0.0523238601294486,7.97280878103301,0.37309842038846,7.61730572445905,0.133287400503983,8.51860187659145,0.0866957537145161,8.1289918822358,0.231204554447522,8.10475353579991,0.308753253503995,7.72476308379656,0.261719979130032,6.67325322143588,0.26359028758195,6.35138489973721,0.193921602897978,5.53657760247386,0.284790418971842
"3","101.02435_0.7319","2845",1,1,"0.042","0.042",-38.725,1,0.25,53.294,"C4H4O2","[M + H2O - H]-","C4H5O3-","SEPLVVXOZZTHCD","InChI=1S/C4H5O2/c5-3-1-2-4-6/h3H,1-2H2/q+1","4-Oxobutylidyneoxidanium","C(CC#[O+])C=O",0,"102595960","PUBCHEM:(102595960)",2,101.024,44,0.732,759998640344954368,759998029259970304,NA,1,"C4H4O2","[M + H2O - H]-","C4H5O3-","Fatty acids",0.305,"Cyclic polyketides",0.415,"4-pyrone derivatives",0.283,"Organic oxygen compounds",0.994,"Organooxygen compounds",0.995,"Carbonyl compounds",0.798,"Aldehydes",0.538,"Aldehydes",0.538,"Organic compounds; Aldehydes; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",101.024,44,0.732,759998640344954368,759998029259970304,NA,"2845",219571.251979052,168463.543501233,161776.335671883,210379.541617972,176064.274150027,228765.1416122,222628.308823529,265219.966703663,146882.098241358,156702.697563874,179846.286523362,163344.956406578,195982,118771.890921723,140646.923258281,169529.797865092,118418.697478992,150384.914403398,159017.677824268,105062.110726644,109610.695187166,146197.873718295,161822.14532872,81298.0720196824,166272.352941176,153740.001073422,130717.91810842,96242.8018275271,130405.63204005,124586.78832979,107680.443951165,207786.818771626,461631.166372128,322443.45960174,255587.022058823,251092.282306623,283955.242966752,201558.221119773,308135.171836787,185128.373702422,200304.107879314,332214.118821181,236810.715066696,260889.677492619,318111.2058259,313189.491484479,475266.317991632,361381.680836397,648094.522681954,379161.663101604,288598.428290766,385124.8434238,495314.202953909,232439.579664201,334823.062283737,195472.406417112,185395.294117647,184623.113260601,161112.174308795,177410.337189269,177726.71019528,177617.714801852,175175.680708965,135512.354120005,183063.680269156,198669.385026738,252155.236422927,271043.382352941,203320.726856316,201993.070271587,270716.080143848,186791.134107964,258757.175761871,224880.638223669,245066.896358543,253629.92575671,243850.865051903,310243.137254902,275132.835477941,177317.235988884,266559.413005709,247964.867781975,190927.328431373,181653.500291206,350330.507716394,174491.580601706,186269.532113472,171451.339173967,189138.440927218,158001.167489897,137362.670115847,121400.43662826,177594.942478837,171928.548041097,193514.232517041,174368.120487632,152389.31372549,137725.760432378,169670.768642029,192056.587009804,171126.901669759,171330.026095466,"2845",-0.378205914396438,0.049395085797638,-0.679791440349647,0.00276603646106223,-0.668949734608437,0.00228172439447274,0.103264876770199,0.748986911918699,-0.324005772219486,0.0552290382139055,-0.307462256689572,0.0640970904937907,0.4717544155602,0.110822803152426,0.490342711539676,0.110541258027929,0.918855727022369,0.0227980966046335,-0.204390241959887,0.145942031061452,0.0544761017688605,0.772931383357725,0.273839336516151,0.065172572715006
"4","1011.55391_16.3534","9973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9973",1.04012909511631,1.00275918750734,0.921802482460874,1.10901181664719,0.921802482460874,0.979302832244009,1.01286764705882,0.947891231964484,353.428574893875,286.307195484254,996.300057922512,178.237341353052,177.155882352941,764.748569939787,158.970287634092,0.969850102203043,1199.29621848739,1181.75279958811,1260.15991877923,1247.29411764706,797.722281639929,220.310793308149,469.365743944637,549.659779691344,5393.31764705882,2779.60455130957,1678.54809688581,2219.26185037122,1011.71254693367,1218.63028584928,727.411731409545,0.923496972318339,1.07807371875789,0.977397573815518,1.04662990196078,0.988941639647985,128.559956156376,199.944141270966,888.458244304286,0.953287197231834,123.185635988713,1.00275918750734,170.97808331511,0.969850102203043,0.964265552670204,1.03158594033096,1.0510091065715,0.981215533088235,1.06436939182453,0.913422459893048,0.98699872876459,1.04881493307135,1.08740769034887,1.00275918750734,178.296482122261,0.913422459893048,200.08862745098,0.960578112698234,155.476163386051,1.0510091065715,1.02318198155026,0.964265552670204,1.09690470074493,474.897306377461,462.80352181463,0.992850499883748,1.07117772482127,1.01286764705882,1.02947203471553,1.04012909511631,1.09690470074493,1.03370854514645,1.00879990550437,0.992850499883748,533.673596638655,0.975499714448886,0.953287197231834,1.10171568627451,0.981215533088235,0.988941639647985,1.05987838173244,911.386114409066,113.366544117647,157.578940011648,213.369235070454,0.958744948361024,1.04881493307135,317.783560700876,776.670345214357,208.239402784014,747.041598245417,227.056106731352,446.489998914695,0.964265552670204,1.07807371875789,514.209060243816,413.037099192618,731.889504776269,560.184337415263,492.648694852941,0.932063734584743,0.928618027617701,"9973",8.52149999775495,0.0881017595060307,9.76938209389877,0.00420532005275455,11.0797239350363,0.0331579592027789,7.46262763235786,0.342361663174461,8.42387842920729,0.0478702384229933,8.61042611505707,0.0465045750097073,7.26666800870783,0.36016843735162,5.24114158679915,0.314538955616598,4.54601996804525,0.49259208488877,5.50981447251612,0.291753215586118,6.89422454742087,0.280027147310622,6.0904064395719,0.46761022423151
"5","1011.55391_18.1663","10648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10648",13188.8369260748,13096.0349888458,7315.4245008095,6937.97792494481,4402.52865623313,7134.2211328976,3668.60661764706,5452.27036625971,15154.337780473,14624.908496732,34023.487578839,21066.1268071957,15959.8941176471,65537.162459472,16239.3333726276,13917.3489666137,37980.8613445378,64474.2341356674,54242.5799901551,31559.3944636678,49848.127785205,43573.6033459255,50268.8062283737,26074.2171773652,40925.2549019608,45296.9198153714,45066.6522491349,82868.7007424329,25803.2127659574,84961.1280415781,45356.5954495005,7119.23815960208,22423.9333501641,19401.341840238,18703.2763480392,2754.20246641964,34189.043356473,39444.0763052209,38332.7629038486,41649.1176470588,25211.8081180812,59012.3781848068,16107.9843647496,6617.28724733137,7251.27695607994,6290.61106413818,9335.06288456805,13815.5147058824,15443.9998753739,8523.14497326203,26579.8757656304,4997.60315608498,43093.9667685256,3170.7245508982,34506.7722029988,17318.4898395722,27193.4705882353,29931.613991677,39248.0139947662,14272.703667241,13209.2793818138,6785.53669414023,6394.95440534292,72447.7637628198,31737.2172780551,43357.7813299233,5948.24990593252,8339.95220588235,11735.981195757,3135.98922177567,2054.50250449525,6443.10536189784,12438.5028348689,9547.25040688212,27549.6913165266,6745.58052541405,6293.60207612457,6280.88112745098,1218.66969209559,14695.6727651691,14170.5739637627,62977.5456017269,9642.21568627451,12922.6668608037,34077.951241333,13048.5187471935,7938.48022841704,11148.612640801,24980.7496261216,26365.4860799282,26070.0899786301,39330.8411158278,20753.3964619058,8849.06497685446,9462.25302953799,19448.3631198958,25670.753171857,27115.7654600302,49052.3141263941,40766.2346813725,31158.890647168,7161.50222898771,"10648",1.68318829823071,0.121439052378605,2.54854060477538,0.000579584809504912,2.78974879034993,0.00701782045059211,1.46955383663203,0.231281912982216,1.44799984354793,0.0339315248341719,1.90383219715318,0.0322521537583577,1.57534468199566,0.0719148576022582,1.48649575514974,0.191435538656421,1.29472075955957,0.151364048136452,1.33473652493809,0.0727998753424777,1.54649633818248,0.244644959226314,0.322350628556117,0.670100004887167
"6","1012.55686_15.7195","9769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9769",1.04012909511631,1.00275918750734,0.921802482460874,1.10901181664719,0.921802482460874,0.979302832244009,1.01286764705882,0.947891231964484,593.950600363857,937.67890077243,3058.26631484103,1205.52913585697,317.717176470588,362.546005094951,382.273706236001,0.969850102203043,1081.25525210084,1544.52342643841,1042.49593280827,1492.88062283737,1275.9369986631,591.612833243389,508.394636678201,865.320174457616,9312.98039215686,2866.69638256763,1764.24861591695,3019.1716162193,1029.02870463079,1069.32789983463,970.640621531631,0.923496972318339,1.07807371875789,0.977397573815518,1.04662990196078,0.988941639647985,1.04012909511631,352.979086935979,1222.42708199253,0.953287197231834,0.926904710223573,246.177380533052,167.336278154384,0.969850102203043,0.964265552670204,1.03158594033096,113.298781688408,0.981215533088235,1.06436939182453,592.171780748663,128.112434993644,1.04881493307135,117.657512095747,1.00275918750734,1089.48016147636,0.913422459893048,241.143529411765,0.960578112698234,228.064097166913,293.441742554762,152.249478854678,0.964265552670204,1.09690470074493,343.613420959566,572.456349034079,277.303144617531,1.07117772482127,1.01286764705882,1.02947203471553,1.04012909511631,1.09690470074493,1.03370854514645,1.00879990550437,0.992850499883748,1144.47484593838,0.975499714448886,0.953287197231834,1.10171568627451,0.981215533088235,0.988941639647985,139.479995035989,1247.19875876956,155.452083333333,115.199755387303,114.229903824648,0.958744948361024,1.04881493307135,790.878091364205,1596.55408773679,387.42883363269,1313.11028005849,1313.44499696786,190.200846537877,155.246753979903,1.07807371875789,1488.95212451178,262.125380622837,2112.58220211161,1721.92018368686,1.04662990196078,0.932063734584743,0.928618027617701,"9769",9.75543490498599,0.143814165118987,10.0482558980234,0.00125754530332978,11.4943374443025,0.0926014082517748,7.80490993127729,0.37275261066872,9.50049651271985,0.0452003232375662,9.65255389538322,0.155353975489934,7.63870884792542,0.398911081950579,6.06602232929647,0.208673459040256,7.92718692278892,0.240371386599235,6.85532719450712,0.0971455408531856,7.23882954087432,0.182446100917692,7.18099289535366,0.46761022423151
"7","1012.55718_18.3796","11112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11112",3229.60084033613,3988.97604790419,2159.78321640583,2651.64725360343,3256.72817053427,3432.45642701525,289.275,343.23141509434,4072.92249848393,3835.35941770648,5674.61204788261,4461.11759187728,4081.46,2550.48048865215,2478.68808204645,3033.69111969112,3117.22584033613,5494.32603938731,5313.9020428255,2359.05709342561,6448.19167780749,3960.06346465192,2533.31141868512,5645.59332364124,8012.18823529412,7011.35079433233,6199.00420991926,8019.58315248429,6293.67509386733,7481.26009922041,4746.09139844617,1368.62251297578,2909.72096692754,4721.80767910277,4855.31611519608,5654.76829550718,10682.1258068445,9949.7934679896,10053.1435834728,8156.32525951557,4524.22189060126,5978.45027591875,7593.63065821124,3002.65591642062,3411.57152534718,2961.68323469018,3304.37263106079,6860.65900735294,4218.0958998006,1885.30395721925,7869.34086444008,2842.28846862336,3874.43360071301,453.247152753317,5969.48442906574,2332.88096256685,3996.37058823529,1515.79226183781,2805.37302309705,1610.14595126754,1504.07751287888,1522.57530766625,807.760621628564,5337.9383472828,4285.08047536358,2727.36032318066,1063.14389188511,1284.31617647059,1934.37795323047,905.744416027281,187.570703827382,1361.39415395788,1588.85985116938,1052.42152987677,3841.07193277311,1054.51519131925,2030.50173010381,372.930759803922,0.981215533088235,2115.34616720704,2595.64215686274,2554.31467889908,2213.34681372549,2475.10355270821,5661.83001565645,3123.59104176022,2290.61181382783,2323.78560700876,3814.6999002991,2874.31735518635,3073.84996063435,2467.37064887811,3111.61911222053,2574.58902562945,1982.57756879576,3185.12433424074,5337.07370242215,5542.30788084465,4278.65416575552,3337.70275735294,3085.1309614755,2117.24910296836,"11112",0.641530821860031,0.162608877985349,0.849595305771773,0.0599001802911173,1.49608296639996,0.000471617889918791,0.251040832541466,0.686182577535532,0.199581011151003,0.666914283704152,0.666892070005773,0.145553765430679,1.37509205187774,0.0759450239209845,1.00853004528211,0.0614269139508509,0.811922207511342,0.200759391371878,-0.265849741664415,0.651944548056712,-0.126631236356232,0.851884636832148,-0.775795758415265,0.233465725245457
"8","1013.51523_22.9615","15474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15474",7059.35616855438,7490.61113067982,4114.92628170534,7295.07972990521,10729.7808958446,29565.1525054466,20642.2426470588,35318.4273029967,10128.4425712553,18369.9405822935,22601.7093577037,31302.2850678733,27689.2,30795.6426586383,17175.6371566663,16807.5022711787,23900.9348739496,19567.6277513193,24656.6736401674,17445.8131487889,18944.0012254902,9771.10631408527,15550.4152249135,21050.3936479535,11743.862745098,17950.0848003435,28635.7941176471,27304.2370074243,14237.7296620776,22163.333923931,23896.3379578246,20215.3487240484,20817.6035092148,20339.6435111009,19927.8333333333,12520.0011579435,6910.61770795275,19893.5341365462,15939.9214828163,19570.9861591695,23793.6439114391,39568.8775390396,18741.289634813,23577.055984556,20297.7898837078,23767.7400652253,29638.4568053163,25266.2999770221,29142.4339481555,18652.086631016,34762.0952270889,26996.4963772565,32383.0010185892,5365.76441235177,38368.2208765859,17994.422459893,3940.19019607843,19682.2455291868,9471.41352827398,10951.514890475,22192.8171798251,20095.2941176471,11660.0969689186,7662.58935518095,18677.129911005,20323.6497326203,3319.57976922112,19852.2058823529,8440.64121263259,9278.99165753258,20226.9226817365,10079.6920237231,13043.7827781715,18476.9478028365,13703.0767507003,13413.1210736722,18789.2906574394,16316.4093137255,2926.96593520221,22735.7682955072,14891.2912633408,27377.533729088,16602.8553921569,18931.3587652883,27000.6637217625,22262.057700943,18920.6213926071,17273.4017521902,18445.521560319,14707.1475078581,11257.9754808233,18738.3438447544,11067.2422400695,8515.42909563057,20806.8227720273,14323.4566220855,15652.6580161476,5111.84778783308,19404.2849333042,8674.46862745098,18203.20473644,18618.7914537349,"15474",0.516857603007012,0.418354102837501,0.304040014176096,0.578137264827911,0.448507051356413,0.396143533993192,0.465221214882527,0.430472428729893,-0.0166657923265713,0.980649586289981,-0.0969459518575371,0.922580709299856,0.160154369067372,0.777311841489344,0.703020075570856,0.165460586330099,0.787379891420615,0.146376112369535,-0.0754526822321298,0.904990240132755,-0.181315788081333,0.779114036487203,-0.195201746899439,0.793095690007574
"9","102.056_0.6887","2193",1,1,"0.150","0.150",-93.844,0.995,0.333,17.313,"C5H9NO4","[M - CO2 - H]-","C4H8NO2-","QRRBOJUDIKPPLC","InChI=1S/C5H9NO4/c6-2-3(5(9)10)1-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)","(S)-2-(Aminomethyl)succinic acid","C(C(CN)C(=O)O)C(=O)O",-4,"96996002;21266754;21266755;101841460;11084030","PUBCHEM:(96996002 21266754 21266755 101841460 11084030)",2,102.056,41,0.689,759998635257261952,759998024973391360,NA,1,"C5H9NO4","[M - CO2 - H]-","C4H8NO2-","Amino acids and Peptides",0.997,"Small peptides",0.997,"Aminoacids",0.998,"Organic acids and derivatives",0.991,"Carboxylic acids and derivatives",0.995,"Amino acids, peptides, and analogues",0.985,"Amino acids and derivatives",0.985,"Alpha amino acids",0.809,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",102.056,41,0.689,759998635257261952,759998024973391360,NA,"2193",216450.864693704,184106.586826347,181410.7285483,190417.328918322,207682.099298435,190474.40087146,231035.110294118,192042.763596004,170499.248029109,150207.24896019,199633.775260651,175786.695728948,218192.588235294,160999.698934692,170850.271130496,203571.536452419,177533.613445378,202272.10709229,193280.574698499,169974.394463668,186585.567067736,184637.037236913,190151.211072664,169243.636770297,219319.607843137,158507.132889652,187162.053056517,192173.443746431,164610.387984981,168166.944247579,166734.067702553,250175.329801038,255611.278717496,205742.189288167,254331.066176471,219742.832329782,182022.591645354,210738.300259863,265592.071051615,212869.031141869,209665.845452572,251993.383820594,191148.081128362,261180.63252328,169710.737269956,220965.708418891,244569.819099188,172497.690716912,188393.382352941,205611.395721925,233918.698717208,198540.666830406,225963.318054495,152519.672419866,227254.134948097,245162.588235294,238118.431372549,205083.427061073,146827.801797702,163852.319714497,180591.61974362,210499.170147906,170897.75237606,153332.329364612,160447.2053397,124106.312485468,195061.463689954,145245.220588235,184378.441417551,135840.85982219,188119.156177755,106058.496732026,120450.708717222,117354.929086259,185163.781512605,132667.961165049,176930.103806228,132646.568627451,113722.880284926,221325.138953219,193533.792504343,160670.17269293,206020.833333333,173794.449621433,203913.74972042,194625.224517288,185115.835687093,186095.250312891,206168.351196411,197117.961383026,192307.738162186,187176.27046695,210407.369220751,199892.249068533,153086.46806362,197516.120250917,158398.200692042,200201.514580191,228873.447408703,188916.697303922,174575.537487722,180523.344568881,"2193",-0.136512308173942,0.271111204362348,-0.112886085103001,0.141802916351599,-0.150052449232772,0.148152362949269,-0.0503150736974189,0.667059865157591,-0.0566542868717796,0.550265559672842,-0.0693160918353187,0.555006683375031,0.210496411738266,0.0973969425136249,0.144990899325444,0.246350252028458,0.00999512165793718,0.935483009736328,-0.0298064145727019,0.829430017542861,-0.308821344715167,0.0163619873539389,-0.554618586679002,0.00138390035002518
"10","1023.48458_20.2026","12841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12841",7187.29204725368,6693.41757661148,5477.35035078251,5382.03434618881,5022.9017269293,5363.64161220044,5663.95588235294,6167.9282463929,5399.83341419042,5561.72786690434,5785.6418457974,5627.05937534488,6304.63411764706,6680.30077582214,6553.11971000825,6055.7440381558,5504.48634453781,5422.8712189471,6442.68582328329,4997.32871972318,4843.99348262032,5116.92558014031,4708.94290657439,4574.92675016775,4916.86470588235,4297.75268355517,5473.0124567474,5080.4025128498,5173.46933667084,3812.25484290102,4424.75627081021,4522.36467344291,5126.24053269376,5253.51195925841,5975.21011029412,5133.59605141269,4515.20040189989,4252.09160170092,5077.68947097438,5494.74740484429,5131.3444757977,4786.16960197253,3483.99360376121,5031.58233022939,4656.43835384442,3998.42710472279,5032.23160226434,4905.09644990809,5433.60574526421,4352.45802139037,5302.15717092338,4394.53456956895,5911.14820473644,4016.05054596689,4885.91464821223,4937.04839572192,4715.91176470588,5505.07316387358,4998.55865286153,5066.9149027812,4995.17443392836,4372.94428135938,4194.5635756486,5010.73541200047,3563.02170609941,5592.72686584515,5595.83243446632,4623.74080882353,4732.48294358727,4687.8618316892,4921.81139224249,5017.62127814089,5481.81868651075,5322.67152987677,5483.14453781513,5102.83900628212,5426.1107266436,5045.85784313725,4158.39142922794,5990.01951134785,5165.84723256391,5422.04220183486,5988.92647058824,6931.88165404776,5420.18983448893,4879.05304220925,5679.33286258136,4589.85068836045,4316.01788384845,5752.46969016614,5213.05741761332,4577.37653123105,4613.20474278272,4777.93581348086,5451.81879575865,4550.75523730619,5856.20213379469,5110.77432126697,4961.25918434288,5481.20079656863,5000.52193604715,4870.60155485484,"12841",0.0306871329290846,0.815794427776036,-0.174381788204208,0.148727470989734,-0.308492695986629,0.0192900806979215,-0.0462406189800719,0.783991527007497,-0.257161246533268,0.0376784598315444,-0.19752091883498,0.096774598873142,-0.236593513715162,0.0748834286572833,-0.320081417148782,0.0246053898468865,-0.260497812114959,0.0509394523841485,-0.275843959598756,0.0261279075507674,-0.278002045774683,0.0319590188712229,-0.194410575181983,0.0722405357734142
