"","feature","id.x","structurePerIdRank","formulaRank.x","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","molecularFormula.x","adduct.x","precursorFormula.x","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","ionMass.x","retentionTimeInSeconds.x","retentionTimeInMinutes.x","formulaId.x","alignedFeatureId.x","formulaRank.y","molecularFormula.y","adduct.y","precursorFormula.y","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass.y","retentionTimeInSeconds.y","retentionTimeInMinutes.y","formulaId.y","alignedFeatureId.y","id.y","con_1","con_2","con_3","con_4","con_5","con_6","con_7","con_8","sl1_1","sl1_2","sl1_3","sl1_4","sl1_5","sl1_6","sl1_7","sl1_8","sl2_1","sl2_2","sl2_3","sl2_4","sl2_5","sl2_6","sl2_7","sl2_8","sl3_1","sl3_2","sl3_3","sl3_4","sl3_5","sl3_6","sl3_7","sl3_9","mp1_1","mp1_4","mp1_6","mp1_7","mp1_9","mp1_10","mp1_12","mp1_14","mp2_1","mp2_4","mp2_5","mp2_6","mp2_11","mp2_14","mp2_15","mp2_16","mp3_2","mp3_3","mp3_4","mp3_6","mp3_11","mp3_12","mp3_14","mp3_15","le1_2","le1_3","le1_4","le1_5","le1_6","le1_9","le1_11","le1_13","le2_1","le2_2","le2_4","le2_6","le2_8","le2_11","le2_13","le2_15","le3_2","le3_3","le3_5","le3_7","le3_8","le3_10","le3_12","le3_13","px1_1","px1_2","px1_3","px1_4","px1_5","px1_6","px1_7","px1_8","px2_1","px2_2","px2_3","px2_4","px2_5","px2_7","px2_8","px2_9","px3_1","px3_2","px3_3","px3_4","px3_5","px3_6","px3_7","px3_8","px4_1","px4_2","px4_3","px4_4","px4_5","px4_6","px4_7","px4_8","id","ctrl_vs_sl1_log2FC","ctrl_vs_sl1_padj","ctrl_vs_sl2_log2FC","ctrl_vs_sl2_padj","ctrl_vs_sl3_log2FC","ctrl_vs_sl3_padj","ctrl_vs_px1_log2FC","ctrl_vs_px1_padj","ctrl_vs_px2_log2FC","ctrl_vs_px2_padj","ctrl_vs_px3_log2FC","ctrl_vs_px3_padj","ctrl_vs_mp1_log2FC","ctrl_vs_mp1_padj","ctrl_vs_mp2_log2FC","ctrl_vs_mp2_padj","ctrl_vs_mp3_log2FC","ctrl_vs_mp3_padj","ctrl_vs_le1_log2FC","ctrl_vs_le1_padj","ctrl_vs_le2_log2FC","ctrl_vs_le2_padj","ctrl_vs_le3_log2FC","ctrl_vs_le3_padj"
"1","1000.1932_8.7132","8822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8822",221.313236931987,0.971104213169643,0.947057823129252,1.0105799941928,1.0105799941928,0.976827813640191,1.01263820192028,453.5265598321,1738.27654157366,1782.28997252747,1980.13240291262,3362.31095726628,3572.02796052632,2689.19694191845,4650.76817305134,7205.16664946325,4047.12133499688,1422.28896280735,3161.97952331759,6268.12840556183,19995.1401689708,4695.72568706851,26303.767281106,5725.42366580663,12640.4485590332,16054.5761112664,8130.97259567799,10668.8160582499,30329.5267857143,19991.1553534457,8707.7231547619,13803.1696428571,0.922458918632388,233.008050261856,2452.62527419797,1018.49571391446,1.01886343676815,567.947442883403,451.38849985242,375.933210159064,641.442263605442,230.198371746955,590.740924329502,617.868608449477,679.951017820922,865.332303921569,1213.13839285714,189.559542410714,1.06696428571429,1051.00319396051,1973.90526785714,1.10490079365079,1.05563770094025,1339.37102021041,411.805288063001,946.69043000821,2451.42999147969,1491.61607142857,230.180328685259,389.778578257307,1.07620207173779,0.969211222500696,808.008625573724,376.240651161221,1.08088121118012,834.903857673643,677.704236795293,588.073922413793,458.438579296661,4529.32290480933,174.07052523064,2462.44019381946,961.788168701025,1338.24425763249,667.066071428571,2323.39920014881,624.025578193833,1110.3236196319,1.09516598489616,1183.47409588836,3920.84785642714,3268.1581729466,1280.352925607,506.311682365254,4378.14226073534,3027.33906970046,747.545840846047,881.409496753247,20759.0831393657,3368.81997084548,11753.9346428571,6857.24693609023,4459.27810915598,6849.39840206916,3465.45579432338,5910.9909607438,3037.01149781341,11632.2069639544,15152.925170068,4795.56464694657,6429.28347797063,5457.91191834618,11885.3870233352,9115.77754995526,49283.0803571429,5762.06820199399,10570.4567486085,34933.5192486085,14280.6350698174,18924.9935753822,22873.3121147146,8663.65936982901,"8822",5.30859114396767,0.0154696825451233,6.71704568490896,0.0933292270129653,7.46557289009459,0.00411512437549887,4.72549850371063,0.0283301415528805,6.5417253247276,0.0288996767242031,6.63170892135436,0.0045259284272145,2.90563975267753,0.22530591364274,2.88481468343589,0.0140085133117966,3.07229198322482,0.142132266820474,3.07814985946138,0.195067596564256,3.83661543015418,0.164044825029023,3.59204325504697,0.0148139811892514
"2","1000.4287_16.8135","10932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10932",1727.29761286011,5206.08968680245,1443.31612244898,1606.82219076655,1740.21875,1883.32402469829,1046.05526258365,490.470304496301,7163.83578055246,7216.17082760989,5697.10449029126,2569.78924328911,6519.27813674812,1595.75353842769,1487.91249334929,3761.13339526562,2088.69674048659,2226.05012838469,5548.35978084416,2345.51222826087,3344.64162826421,8767.63424389273,8949.69642857143,12449.0390752309,12640.4485590332,7805.44300391389,2593.96513114484,10925.6749143384,6584.98775,8917.78469757468,5659.30186507937,9094.28125,319.355277630533,1549.33644893803,3068.16741499863,1359.30362711613,404.692557084309,5538.72144170168,1915.8842790732,1398.65120423169,745.239801020408,1160.14583333333,4449.13069581281,2257.63570702671,713.131659301652,551.020525210084,1145.91964285714,1095.65615999424,5786.14732142857,11682.3047328688,7681.82276785714,2556.74043650794,8529.55262359721,2962.03346483942,1124.24190038685,11668.1333812261,431.076056163022,706.521359743041,1159.8156836938,1453.58889306201,1257.00401978973,787.871802770816,834.865702094091,662.251218606535,731.43231560559,2465.96966939642,787.337065544609,659.011410868227,530.066630747126,490.074124928856,595.868024881185,430.502475264299,1247.20921865582,882.940480990783,471.491517857143,548.583244047619,380.022596758968,171.327408340637,753.0361312146,175.066424069628,2471.08073289436,949.124457847655,1615.42610107284,2023.42546441654,1046.18258840864,605.167084893433,682.764327323162,593.20726108131,1845.02680389875,1885.32153790087,6467.64728571429,3294.11633458647,6583.04044885178,2588.62471655329,293.266888619855,822.546135256789,919.931381195335,1325.57346607474,1145.93996598639,0.948865185387132,1311.3210447263,709.49760299348,1024.12418184405,667.646107963018,2456.15178571429,1611.40168328326,2368.72075989487,2275.09117965368,1302.82757116004,2161.28380337375,1359.15235526668,1003.0494174021,"10932",1.24972914386727,0.0956313624633123,1.59410610248901,0.0976127336351076,2.0843574258503,0.00357352838108784,-0.600674210010057,0.423588691392554,0.651016216325401,0.454082973510505,-1.09180460898741,0.177869031397119,0.0385884218875396,0.965241575060056,-0.321570306612077,0.736526575973262,1.77955362222006,0.0654932198022841,-1.05412437581073,0.227071648200087,-1.17857307961345,0.178329632697322,-1.70972417764876,0.0703017491111391
"3","1000.55663_16.1764","10541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10541",1.03369097119097,0.971104213169643,0.947057823129252,1.0105799941928,1.0105799941928,0.976827813640191,1.01263820192028,0.990448918611269,0.971104213169643,0.956164148351648,408.673840152566,684.704396791114,816.463533834586,668.521699911998,0.925894519819101,0.958006468483347,291.375366500312,133.671331310302,589.969083899055,427.046340344438,1.06925883256528,0.924173526287839,409.63305875576,684.744412004345,2179.72240083669,440.089986371261,1.14828027053778,0.917353057459146,0.994410714285714,270.014420659568,1.10490079365079,227.070982142857,0.922458918632388,1.01263820192028,0.954328900466137,1.03369097119097,1.01886343676815,0.91398043592437,1.0272837957497,1.04454906962785,0.947057823129252,0.963576273532669,0.952500684181719,1.0105799941928,1.00853013619241,0.974912464985994,1.06696428571429,1.00243015552995,1.06696428571429,3993.81213704994,186.849773214286,1.10490079365079,1.05563770094025,0.963576273532669,0.961712489638022,4708.21088191024,0.98847983527407,1.0646795656164,0.990448918611269,0.950679459164163,1.07620207173779,0.969211222500696,0.998404331612163,0.939896705374021,1.08088121118012,494.460699120412,0.952500684181719,1.07156326970443,0.952500684181719,0.990448918611269,0.973004612804026,0.943463675792898,1.04895644966848,1.00243015552995,1.06696428571429,1.03584449404762,1.09516598489616,1.01677987145779,1.09516598489616,1.04454906962785,709.837868594332,0.943463675792898,752.588108766234,461.326435766614,0.976827813640191,1.00243015552995,150.320143897365,0.982619282891022,183.692569828339,1.01470481049563,1002.366,656.939120300752,600.2794531017,0.986518565759637,0.936356604788808,1.0272837957497,1.01470481049563,201.188290153724,0.947057823129252,0.948865185387132,1911.68489652871,890.946611959099,731.347481502561,655.39762526096,367.782589285714,308.305348606938,2605.48521567718,1054.57041009586,1235.53662056928,492.159915326832,0.932843071562584,1093.27587217319,"10541",8.34288476511276,0.135513578739765,8.31823638351666,0.0488684865520142,8.61633554387878,0.271624720796602,8.02947849682415,0.16758142040855,8.26545496361305,0.151163698850707,9.10966084722609,0.117169710518976,-0.0045666710132407,0.921319852241361,-0.00479269125053296,0.89161320290214,10.1271347420896,0.305874384118762,0.00454140777654969,0.92606999910521,5.97840419919789,0.499814642615653,0.0799086956021172,0.00903034567389593
"4","1000.57546_20.7404","15059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15059",7263.74645455896,14605.4073660714,7710.94479591837,5596.59200783972,15087.9593132985,6818.25813920853,7477.32048297934,17550.7548377917,7912.55712890625,8722.12936126374,8125.20443828017,18202.2263576057,9219.01599702381,9885.91267600469,8596.00472200053,8480.27325901459,8513.28473955084,9548.72597650171,8932.23260404368,8674.56302936194,7547.89809907834,19278.2597583643,6109.74496927803,5265.08334464965,8738.30326154323,9658.04378669276,12699.9797921478,10145.9248154982,8235.70953571429,9962.6365350488,13557.1327380952,22093.3928571429,9741.16618075802,10227.6458393948,4305.93199890321,11019.1457528958,32634.1958796838,16926.9176733193,11084.3921561393,11636.2766356543,36187.0794217687,25920.2017580288,29851.3714422551,28174.9702380952,11860.3144016227,7644.28863795518,11021.7410714286,23647.3273689516,33524.0178571429,33702.8428063298,10540.7535714286,11446.7722222222,50565.0458750379,11264.2066375969,46825.7811204753,9468.80930145046,10379.0382703777,61602.3596665647,54821.3476451338,10562.0487913138,12709.9464672233,63667.4852060707,10243.6284423408,29202.5906359708,64496.181871118,12213.7281998787,10191.7573207444,49377.6354679803,11506.2082649152,29535.186752988,36448.7527956388,14718.0333423692,76164.727810428,16810.7537082373,28253.2142857143,12916.9808407738,30664.6475770925,49018.9576029798,38757.9242054751,68250.8362094838,11578.2089178357,12717.8903496883,58858.8950451722,10973.121892988,6338.6356827112,37751.5196572581,57531.004334258,3333.04460756635,65882.2414169334,13607.1915087464,60380.6185714286,13325.1035714286,54038.6448702654,7062.48641227324,13436.7172787194,70338.1214949823,18254.5395408163,63299.1309965545,4308.16603741497,53942.9857892585,57936.0410547397,68257.4242368109,65349.8196499715,65373.6814047122,63537.7232142857,65948.634082218,70900.1924860853,42057.9769635127,64982.4971468851,66104.4613205061,53339.9668319485,67477.8698979592,"15059",-0.0531075555596693,0.961993235829809,-0.152590688346956,0.754884764850011,0.211735459091241,0.588495986817667,1.2777179891649,0.236711165069568,1.86000950572091,0.0823851542898437,2.27248051619914,0.011075403672257,0.389704735059976,0.552539841794179,1.085985825039,0.0637234294670662,1.33633902865482,0.125197501072587,1.62456444634806,0.132020921506255,1.47646802115157,0.0981331055679514,1.96619809541767,0.0206303510548377
"5","1000.58347_21.4043","15581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15581",37822.7526358776,25918.7714494978,43375.2482993197,23405.0326655052,27518.0932418699,18432.7408433904,19756.5713194646,3954.8625320148,55653.9824567522,5248.3850103022,41456.3068654646,47347.2660829991,44454.0842340226,28045.6492006454,52525.9961093376,54453.0876685934,48841.1987289457,4140.12826797386,4870.35247564935,4049.3740647939,64208.9928955453,5557.05541356877,4947.46061827957,4957.874711434,4530.93211574218,33880.0206178362,5848.1914178489,36767.5105429626,52852.9294642857,52211.7095533866,5001.88589285714,4950.20982142857,5929.56592896899,5809.50536441664,5674.43964217165,6694.18272943273,6428.00942257026,4906.24698004202,5865.79047373081,57962.0278736495,58821.7613945578,5675.46425110742,7711.44553913519,5973.53834567364,5906.96100767893,62482.1398809524,56058.3035714286,5712.84945636521,6158.51785714286,45567.0519381533,5566.71117857143,67542.585515873,58440.1031240522,6555.20938884275,71272.5126070738,17459.3375410509,5208.30025205907,4986.9590853472,57446.0372794536,32674.8530114723,6399.09751855288,13859.72048176,18959.698257315,7206.18804010262,8014.73418090062,36218.9295192599,11525.2582785988,5265.66190732759,6548.44220374932,4503.57123292544,5344.71433813251,4664.48441312009,16164.4188893912,6650.12165178571,6014.47767857143,59239.9466145833,5522.92206183134,6117.9644865615,5398.07313955318,37938.0222088836,5557.93884196965,5603.23077053402,31492.9480166573,5353.60859824699,35947.263541959,5848.17752736175,3977.64285714286,4914.079033738,59887.4232615653,4013.1575255102,4802.00933928571,36803.6639097744,66453.2086937071,6427.16845592404,6256.73483319882,6905.40167502952,5986.7583819242,4881.6525974026,4401.92476190476,5129.56519220284,28698.5073431242,4718.29316093657,18590.7262023335,12829.7666269013,5155.57142857143,4224.81951652554,11741.3646026592,67144.2472557205,53365.4622046187,4167.5349400369,5068.13640779952,4780.08239106453,"15581",0.717570340358872,0.153969214009997,-0.499786781683173,0.592443843311571,-0.0301542002013831,0.969855840525165,-1.02027991200532,0.173961616351903,-0.0636154508824766,0.945667663649965,-1.23177218511732,0.0541802119645609,-1.01190086342313,0.281291760651609,0.0576297178533538,0.947599942758427,0.476671422005348,0.51391068398472,-0.448056609526021,0.602500960116653,-1.28612268698879,0.0650412651231237,-0.48484857641716,0.494476672776768
"6","1000.58467_22.1125","16182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16182",1913.36198767449,7341.5478515625,1547.4924829932,2341.51384654472,3957.431257259,5010.14985616054,2933.61287096305,8755.56844052362,3085.19808523996,5296.19321771978,3284.45169902913,6556.02312172169,2336.64710604637,4059.31930184805,4164.67355014632,8783.96130952381,6546.1753353088,15771.917211329,1967.24846886068,12656.1363636364,5369.81785714286,4619.9434579129,5158.10460829493,4745.19181151548,6842.23597768826,3061.07251188147,11597.6307324315,2559.41503031102,6317.49126785714,4368.81891452233,7796.18,5482.78125,3646.48010535383,8311.73436136165,11461.4900945983,22327.724977725,3085.11848653396,7403.2415309874,11721.3081095041,15417.5442677071,9508.46054421769,12150.696809247,10010.7821907499,13076.9051248548,7077.86449579832,15423.1151960784,14926.8303571429,10806.1970766129,15417.6339285714,14107.6967189315,4983.9865,7085.72878968254,3996.64433575978,4584.69590946844,15829.7875794418,8161.02586206897,3449.7946251065,8908.17392551239,16510.7834732499,7613.99178844578,10079.7086038961,6145.76836187692,10842.6710413081,7831.21934917634,16688.8059006211,7138.22213375796,24564.9926450465,5623.56403940887,4864.42099411604,15302.4357925441,13748.5551789209,5485.29781105991,21776.3358951175,6236.11799755184,23334.5089285714,12057.2299107143,18059.2870909377,12496.2246202162,7142.67255349276,22060.8763505402,4770.78006012024,9802.58759148821,6935.32689864483,15398.7959510727,8952.62691201235,8459.50808251728,5655.59025658807,12901.7911843591,14926.2870963049,12419.9868804665,9019.30517857143,11001.3227443609,11096.2949224575,6858.277069161,7428.11694578961,10303.6564713695,13049.1038629738,12517.7675258415,13713.3972789116,10361.6078244275,5726.69048731642,5444.5018153527,14242.6554496301,2587.75147256189,16377.9017857143,10010.6547049986,5420.82983534323,4020.69094001237,13589.0336331901,5811.43161900369,11296.7295966229,15031.3434225041,"16182",0.152393245940316,0.842944454693737,0.749715629066581,0.308933102573273,0.506752198825362,0.316346533136241,1.10841149795746,0.0381105481532003,1.29698436656563,0.003595362614349,1.1998124910431,0.0398066252594221,1.30255644959303,0.102494414644153,1.45988143157762,0.00201770326030945,1.13372908650444,0.104873434666987,1.07851035976108,0.0603487284645262,1.46662200867655,0.0634097306891162,1.86544776573178,0.00893682451382352
"7","1000.58474_21.9201","16073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16073",6729.32822245322,10303.4157017299,10891.1649659864,9941.07540287457,2911.48096326945,6642.4291327533,12718.7358161187,19591.0796101309,16819.5249720982,8991.7676510989,9876.52583217753,14261.0953409442,7965.09897791353,17090.7960545615,9022.84209563714,12712.745836774,19497.3978477854,24037.0084422658,17504.915879575,22187.5434076793,15365.2494239631,10627.9955523101,8893.02571044547,10180.4214760999,20211.7752556554,17747.6041375454,26272.6525899043,20677.1379151292,8883.07091071429,23522.0339766341,17280.6484126984,19690.5803571429,21318.0256095945,28546.2709121327,29059.3150191939,29894.3428868429,26317.2425717213,31093.6144301471,7415.96172151712,15626.4540816327,12425.3986394558,26922.3210825028,39052.5280514505,28144.6528382695,30961.8751811069,17957.887605042,33598.7053571429,36498.4819628456,33620.0446428571,27275.5540432636,27226.9653571429,13501.8876984127,10292.4675841674,67652.6901647287,27937.7478239845,18516.6133004926,17466.4386892928,24125.6389568675,24265.9985059761,14098.5763794045,36257.247796846,23164.1482177666,12639.79883821,42389.3414123684,31994.0838509317,13512.1625720352,15020.9357895457,33700.6648322044,31556.3476669403,29455.9508394991,15509.6935280962,20303.3383030632,14549.0259569017,18154.0101166475,30685.8928571429,31551.8232886905,11269.2579845815,37142.9687043529,11794.9376573317,2890.26727566026,4804.65777984541,28888.8577527785,8541.90942617165,22328.7094453166,26081.3026241931,33400.9727822581,2583.53696255201,34204.9772374365,13893.3961303462,27823.2059037901,8583.75328571429,21824.6983082707,30787.2878765285,23262.1077806122,30703.133071025,4826.17927243211,25854.6785714286,7949.75096077392,30883.5556122449,24015.7778421483,12815.816588785,11852.4679534677,9377.5703614115,7898.19532881002,33043.8839285714,7145.30681507785,23601.1114332096,42865.128517316,43991.4589487111,13980.4605956774,17164.3125167515,6256.34076806398,"16073",0.279019131382983,0.537983913724403,0.686277498879643,0.120402187680179,0.952431286272121,0.0106927359342393,1.01240948171387,0.178765753411691,1.02018201140241,0.0791305199733252,0.71251174860638,0.209188887329467,1.24728388262749,0.0164951458514288,1.50035185686749,0.00577048727606887,1.50330455504916,0.0875317522643588,1.28591033951648,0.0307721747602582,1.26080302273392,0.0121105801899659,0.987101943771222,0.111608350988547
"8","1001.4303_16.8177","10938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10938",798.216167953668,833.207414899554,494.932418367347,277.101034407666,198.781084857724,155.022574024698,123.744388274658,118.259600882186,1110.94321986607,1938.14472870879,956.854814493759,535.542789648257,568.187964050752,262.589769727193,382.209257781325,507.935029589871,346.958148783531,632.284895347028,904.112468639315,634.182485177866,1019.32444508449,1812.30428505045,885.880942780338,2474.68369771863,1643.6897273009,1018.73582960581,1083.51726327945,3868.47784330522,861.756325,1614.11594202899,781.054371031746,2024.1875,0.922458918632388,330.120053826011,1090.79793323279,170.869117537868,592.876633855386,722.501534598214,1.0272837957497,1.04454906962785,243.488566326531,0.963576273532669,932.593419882321,196.254634872242,1.00853013619241,159.39818802521,200.1625,204.79648077477,1057.04151785714,1630.06553063298,1114.73441071429,227.941033730159,1867.4230929633,487.376879152824,181.85983179055,2214.5640907225,0.98847983527407,1.0646795656164,0.990448918611269,450.622063643813,448.130542671614,0.969211222500696,0.998404331612163,0.939896705374021,1.08088121118012,561.704820670306,174.117125068418,173.486093365148,0.952500684181719,0.990448918611269,0.973004612804026,0.943463675792898,1.04895644966848,186.452008928571,1.06696428571429,1.03584449404762,1.09516598489616,1.01677987145779,1.09516598489616,1.04454906962785,496.308593973662,0.943463675792898,159.479109613213,397.764285714286,475.617462461409,260.932569484447,262.891298543689,0.982619282891022,349.866498763457,1.01470481049563,632.644096428572,608.788706766917,342.334711452431,511.411224489796,329.035710922787,1.0272837957497,314.862902696793,158.478442221044,208.447426870748,0.948865185387132,174.254213951936,175.362885299348,176.497997296528,1.03800700864897,517.904464285714,405.654925225348,801.017201994434,278.413475958565,412.343991675618,211.082938521349,743.102790806754,177.093413885825,"10938",1.06210856093009,0.233647752162566,1.5380193779662,0.0897874164668902,2.10419085550353,0.031459828302633,-0.545527034777012,0.504137027103252,-0.111537387537914,0.892091621703785,-1.30973207450397,0.159703401717665,-0.0435105863084268,0.966886571406797,-0.629544649722483,0.538562181658119,1.54977745095813,0.115150128584805,-1.72909152525222,0.172433911061498,-1.71395084061798,0.139171783699516,-3.9515557557759,0.0305156043532931
"9","1001.57801_20.7817","15032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15032",2175.91949435699,787.177075195313,1162.98700680272,1030.79159407665,758.440285641696,2502.63285854617,1949.32853869654,1088.50336155378,1897.53763253348,2749.92809065934,1218.39448682386,2493.5439293428,2366.08689692982,1157.7636036961,2108.26182162809,1415.93356041839,2508.82441126014,1092.98519685652,2620.6009629575,3483.38535784867,1462.74608294931,2071.07287241105,3088.01950844854,3781.97458921782,2630.55068562132,2581.38123776908,1250.47721461564,2247.51499077491,2663.03189285714,2435.58566252588,2545.69142857143,2542.19642857143,2275.7061522661,3095.63498327029,2552.82980874692,2915.00853875854,2563.46040690867,1860.86416754202,3213.34371310508,3417.76455582233,2808.02644557823,5224.51055509413,3531.87253694581,4973.06415142276,1762.91067806433,4020.53900560224,2651.40625,5522.38772681452,2185.14285714286,9940.06482288037,2532.76408928571,2737.94416666667,2406.85395814377,2851.22219338317,2211.93872616745,2746.0594724959,2716.34258733314,3290.92453732028,2375.09650682982,4279.0082456979,3110.2239873222,3650.04946393762,3089.06300200803,1951.22556035647,2889.19547748447,1497.94989763421,5189.223727422,3577.9497575431,2471.73927545156,2335.47855008537,2804.1992941012,2964.36286934128,5379.04867389994,3698.96727390553,4530.33035714286,6384.94546130952,3391.72905522341,3583.13226701724,7044.10761485211,6923.2712334934,2715.19959561981,1922.77897126593,4953.38380505364,3574.23264979069,2267.21735545888,5435.17630328341,6283.13099861304,3851.86758893281,2486.02678571429,2222.20353498542,3312.38208928571,5668.14107142857,12227.7225618849,11532.4020337302,2759.44291431262,3688.97611053719,2385.57100947522,2991.53427312483,2487.92090136054,1847.44051594875,1782.50443925234,8991.9898303201,4401.55499430848,5094.53839844915,4405.49553571429,3501.35244810161,3617.1151631107,6477.66026978973,3358.00535378625,2566.75385477069,2873.15666041276,3285.5867519305,"15032",0.427552392245175,0.318277861131052,0.811809310542791,0.0773326329479774,0.722037945500768,0.0242717358704933,1.4363315128007,0.0158070238876518,1.93805639198795,0.0790432670488403,1.38807163844005,0.0818476036464662,0.934500186037216,0.00930419109868083,1.41248362474267,0.0109199034874845,1.2692191627371,0.186060265151367,1.0944627446119,0.00510852725448091,1.0506423910498,0.0230444376674874,1.83727792343632,0.000991943948190554
"10","1001.58829_21.824","16052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16052",3867.03792322542,7179.37344796317,6608.56948979592,2331.40804660279,3114.60754210221,3496.06674501824,2320.96675880128,12618.3192231076,7253.17736816406,2240.29259958791,2254.31943481276,2053.25408824437,4008.17301065163,4262.48945805222,7940.47140196861,6000.95251857969,6265.00462024329,6808.13871381886,3616.03896103896,10592.6358695652,14777.1570660522,5874.97110661179,11056.136328725,5827.51145776752,6370.91549814069,17864.3646910819,7885.24061778291,3278.61982735899,5368.82344642857,6530.58133688258,4899.13011904762,15852.3214285714,13846.1083686721,15402.2270512075,21319.7076364135,8235.41596747847,19205.5757830796,14614.5471704307,7854.61190230224,3226.61207608043,10985.8707482993,4036.42100982835,9033.51648877942,5820.94076655052,18879.6841495219,10646.0441176471,13273.0357142857,17161.6042626728,12920.9375,8246.33275261324,10829.1326785714,11424.6742063492,17132.9998862602,17527.4524155592,19080.3757944183,10839.457785988,17436.7842942346,20165.0309727745,16718.7777461582,11740.8913206774,4610.44967532468,16515.3592314119,2296.32996270798,8940.29746151769,7293.78641304348,16182.925955414,6302.69702723043,3769.7595828202,9544.05685550082,16025.4635031303,8602.33378180039,8505.32503727297,14360.2137959614,4824.69633856567,18778.5714285714,6685.34036458333,3803.51146554437,16990.3916520596,5402.45380349276,10717.0734543818,9862.40205410822,5651.34741799946,7463.9760728402,9470.57823129252,9008.30609738984,14936.2093173963,15225.1038488211,11103.5978966686,22440.0625545534,18213.9513483965,12778.1776785714,15052.2379699248,5956.0842156278,11394.2894345238,13080.9017688997,7204.34125959268,10674.694606414,3114.22130930294,19623.0380952381,10333.1418688659,3494.37783711615,5328.96862033195,2324.58361198065,10431.9704369222,11096.4285714286,6929.50257784758,4002.39550479283,26270.0925711194,8098.27898429109,12136.5809501845,19916.1995778612,7525.27027027027,"16052",-0.205851427802091,0.80483879697644,0.642011055651626,0.268618137244409,0.712220680830368,0.263663983499001,0.993888295051094,0.0415276493619703,1.35325088750019,0.0203124996730971,0.653260723172732,0.369061009330214,1.32003643233943,0.0469631967614951,1.11293721793436,0.064284886300726,1.37860319820933,0.00541929401734278,1.24463457004479,0.0779760881993595,0.875915344725685,0.117064140037989,0.973527198686676,0.113824107177565
