module_id,n,pct
3,94,0.23857868020304568
15,77,0.19543147208121828
9,45,0.11421319796954314
1,28,0.07106598984771574
18,27,0.06852791878172589
13,24,0.06091370558375635
4,22,0.05583756345177665
6,20,0.050761421319796954
2,14,0.03553299492385787
17,12,0.030456852791878174
12,8,0.02030456852791878
10,7,0.017766497461928935
8,6,0.015228426395939087
7,3,0.007614213197969543
11,2,0.005076142131979695
14,2,0.005076142131979695
16,2,0.005076142131979695
5,1,0.0025380710659898475
