"","feature","id.x","formula","compound","pubchem","ionmass","NPC_pathway","NPC_superclass","NPC_class","ClassyFire_superclass","ClassyFire_class","ClassyFire_subclass","ClassyFire_level5","ClassyFire_most_specific","id.y","datafile.con_1.mzML.area","datafile.con_2.mzML.area","datafile.con_3.mzML.area","datafile.con_4.mzML.area","datafile.con_5.mzML.area","datafile.con_6.mzML.area","datafile.con_7.mzML.area","datafile.con_8.mzML.area","datafile.le1_1.mzML.area","datafile.le1_2.mzML.area","datafile.le1_3.mzML.area","datafile.le1_4.mzML.area","datafile.le1_5.mzML.area","datafile.le1_6.mzML.area","datafile.le1_7.mzML.area","datafile.le1_8.mzML.area","datafile.le2_1.mzML.area","datafile.le2_2.mzML.area","datafile.le2_3.mzML.area","datafile.le2_4.mzML.area","datafile.le2_5.mzML.area","datafile.le2_6.mzML.area","datafile.le2_7.mzML.area","datafile.le2_8.mzML.area","datafile.le3_1.mzML.area","datafile.le3_2.mzML.area","datafile.le3_3.mzML.area","datafile.le3_4.mzML.area","datafile.le3_5.mzML.area","datafile.le3_6.mzML.area","datafile.le3_7.mzML.area","datafile.le3_8.mzML.area","datafile.mp1_10.mzML.area","datafile.mp1_11.mzML.area","datafile.mp1_2.mzML.area","datafile.mp1_3.mzML.area","datafile.mp1_4.mzML.area","datafile.mp1_5.mzML.area","datafile.mp1_7.mzML.area","datafile.mp1_8.mzML.area","datafile.mp2_1.mzML.area","datafile.mp2_10.mzML.area","datafile.mp2_11.mzML.area","datafile.mp2_3.mzML.area","datafile.mp2_4.mzML.area","datafile.mp2_5.mzML.area","datafile.mp2_8.mzML.area","datafile.mp2_9.mzML.area","datafile.mp3_11.mzML.area","datafile.mp3_12.mzML.area","datafile.mp3_13.mzML.area","datafile.mp3_16.mzML.area","datafile.mp3_17.mzML.area","datafile.mp3_3.mzML.area","datafile.mp3_9.mzML.area","datafile.px1_1.mzML.area","datafile.px1_2.mzML.area","datafile.px1_3.mzML.area","datafile.px1_4.mzML.area","datafile.px1_5.mzML.area","datafile.px1_6.mzML.area","datafile.px1_7.mzML.area","datafile.px1_8.mzML.area","datafile.px2_1.mzML.area","datafile.px2_10.mzML.area","datafile.px2_12.mzML.area","datafile.px2_2.mzML.area","datafile.px2_3.mzML.area","datafile.px2_7.mzML.area","datafile.px2_8.mzML.area","datafile.px2_9.mzML.area","datafile.px3_1.mzML.area","datafile.px3_2.mzML.area","datafile.px3_3.mzML.area","datafile.px3_5.mzML.area","datafile.px3_6.mzML.area","datafile.px3_7.mzML.area","datafile.px3_8.mzML.area","datafile.px4_1.mzML.area","datafile.px4_2.mzML.area","datafile.px4_3.mzML.area","datafile.px4_4.mzML.area","datafile.px4_5.mzML.area","datafile.sl1_1.mzML.area","datafile.sl1_3.mzML.area","datafile.sl1_4.mzML.area","datafile.sl1_5.mzML.area","datafile.sl1_6.mzML.area","datafile.sl1_7.mzML.area","datafile.sl1_8.mzML.area","datafile.sl2_2.mzML.area","datafile.sl2_3.mzML.area","datafile.sl2_4.mzML.area","datafile.sl2_5.mzML.area","datafile.sl2_6.mzML.area","datafile.sl2_7.mzML.area","datafile.sl2_8.mzML.area","datafile.sl2_9.mzML.area","datafile.sl3_1.mzML.area","datafile.sl3_2.mzML.area","datafile.sl3_3.mzML.area","datafile.sl3_4.mzML.area","datafile.sl3_5.mzML.area","datafile.sl3_6.mzML.area","datafile.sl3_7.mzML.area","datafile.sl3_9.mzML.area","id","ctrl_vs_sl1_log2FC","ctrl_vs_sl1_padj","ctrl_vs_sl2_log2FC","ctrl_vs_sl2_padj","ctrl_vs_sl3_log2FC","ctrl_vs_sl3_padj","ctrl_vs_px1_log2FC","ctrl_vs_px1_padj","ctrl_vs_px2_log2FC","ctrl_vs_px2_padj","ctrl_vs_px3_log2FC","ctrl_vs_px3_padj","ctrl_vs_mp1_log2FC","ctrl_vs_mp1_padj","ctrl_vs_mp2_log2FC","ctrl_vs_mp2_padj","ctrl_vs_mp3_log2FC","ctrl_vs_mp3_padj","ctrl_vs_le1_log2FC","ctrl_vs_le1_padj","ctrl_vs_le2_log2FC","ctrl_vs_le2_padj","ctrl_vs_le3_log2FC","ctrl_vs_le3_padj"
"1","101.02418_0.6561","2991","[M - H2O - H]-","InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h1,3-4,6-8H,2H2",-2.2,138906175614,"[M - H2O - H]-","Carbohydrates","Saccharides","Monosaccharides","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharides","2991",23945.7205941389,31709.3925745587,28104.982742752,36558.6293985157,38600.9838274933,32636.0771123872,42463.295569407,26809.5178197065,58403.7273050908,55871.2678237073,74378.402394775,64610.9145535392,57828.1132075472,64148.5849056604,58992.4021906298,53601.7123531506,83891.0620293141,66621.4745651079,90144.9279620518,76208.8088050315,61445.9091732155,66355.1156995372,57139.0558241073,104318.996956786,71500.1317194731,67819.2452830189,82405.175920198,77787.0643384507,79091.9909268997,75960.9600683149,61989.2030127195,66711.5094339623,67873.6813761574,49843.0614505799,95097.7142857143,112285.185983827,79114.4616379136,75545.7958032093,169015.09009964,77004.7265345116,102031.306647858,72313.618267413,56457.3495978967,74378.0833976292,61197.3461007469,65401.7575122292,40320.1362292312,105945.33836478,112225.170163992,130086.042805925,184413.236259229,121394.675682241,64085.0479068396,160500.439275405,101225.140831428,46720.7997299224,50192.5967710562,52328.2890389839,34844.5717850796,45043.9297061939,39888.3304205158,39365.1752021563,51850.3599953698,49773.2510254307,40954.9563976534,34377.7624009333,53029.4968553459,41816.179245283,40531.2824114498,48094.9601851489,55963.5568283917,38344.8953500361,41768.546720575,26070.4198113208,58062.8050314465,34642.5804778811,34778.2485719231,37556.5199161426,51138.2801444575,38754.0061894779,48677.8044596913,30028.9166635897,34776.5530533577,28496.4821019221,31489.006265165,35180.6434883483,29004.9044662049,28119.1075234862,29039.2722371968,30509.581110594,34480.5375040126,30128.9259796807,37488.0930369374,35204.2568619263,27903.9867856413,34357.0770015298,34103.0147335188,31460.2847341338,28049.6278108038,36187.6301886792,28658.9023659778,34639.9896760413,32584.6334383518,26747.5291431318,32826.2583688375,37719.8898113208,"2991",-0.107488792791586,0.489049383314403,0.0235770499375899,0.88963361826405,-0.0190089662652376,0.919470449182641,0.465832495995033,0.00859305589986227,0.482980777826773,0.00922656056375265,0.249027938807258,0.312576363431426,1.476429670897,0.0143787173574155,1.14807958091027,0.00649307162770144,1.93706032895515,0.00371038875791123,0.903291569153005,6.60289544733764e-05,1.21651411555214,0.000560032370462528,1.16105013066548,1.25390433957785e-06
"2","104.03512_0.6052","1308","[M - H]-","InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)",-1.867,141724949374,"[M - H]-","Amino acids and Peptides","Small peptides","Aminoacids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","1308",59832.6551585709,63258.8520998174,56754.1279337322,66665.1652328029,55107.7246181492,53039.0143560295,78363.9812163073,54975.8339156767,106538.210513825,93434.1693072159,113460.195936139,98021.6416296118,123786.79245283,91732.4764150943,120547.548670243,169837.498516673,165760.652684428,163295.912595405,185015.232397607,155017.773584906,157111.965378626,168174.463035481,186946.534383284,254506.79245283,223990.091372968,206490.566037736,196793.028920507,231883.054025548,195246.499639138,226098.454782043,194580.866925412,203049.056603774,119417.771492774,102706.363164272,190100.991913747,170647.040431267,137271.871843562,119268.203138776,266613.784184863,109618.24695486,211012.974783989,133737.335508025,152192.027528611,126620.600406818,131064.083684378,165672.210575355,110350.820191495,178595.459119497,274400.271557045,240188.128779922,309654.721082855,282899.599157827,104678.054982311,320341.287704472,240871.651621402,63102.6497618065,57614.1497763081,65919.1755377726,83837.6095587401,58227.267485192,53656.1775510932,49756.3140161725,56818.4234286376,70240.8568498769,65546.6786903441,70753.4943878988,71353.5220125786,51188.3962264151,83376.9279829923,54475.3245989095,65062.9222821204,56731.660995979,66892.632524708,77095.7264150944,65885.3081761006,86171.4535880969,60432.0965899256,66579.2243186583,81747.6540389151,60946.620744734,68604.3910806175,74397.9751135399,60508.0036518564,78696.62634456,84218.1037916923,62857.1588931728,89681.9512777645,76194.3798847399,78755.9439996782,51997.0566753786,75306.093733281,75835.709500949,86990.0432827667,82519.0175012338,73590.2768884953,81479.6930137685,84985.9373825453,70636.902915952,66568.141269431,101809.675471698,93203.7346510932,72058.288002848,80666.269248469,88611.0587669751,60764.5629184419,80020.9018867924,"1308",0.290930019596018,0.11090968546467,0.371552228458706,0.00189831203534499,0.399521041443671,0.0160546588693018,0.00275981702914812,0.987147242666968,0.124547828836469,0.385802223998622,0.16816913439488,0.25984083456452,1.31677589115518,0.0126518336021301,1.30916195115918,0.000759712475406408,2.05391981584677,0.00234497344500479,0.910612369151675,0.00546670280406109,1.55693903778652,0.000181777741293643,1.78191064092081,1.06082945307607e-07
"3","105.0191_0.6887","2314","[M - H]-","InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)",-1.5,139443243390,"[M - H]-","Carbohydrates","Saccharides","Monosaccharides","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives",NA,"2314",15812.6146126054,27199.280584297,19237.1502531063,33735.2320643946,36269.5788409704,23313.0233798195,26947.6478268194,29492.5098998369,39767.3359439896,32264.3561860867,53316.7576197388,28558.0663381805,40470,40000.4481132076,39899.9572377058,23282.4967366797,44717.0746619159,41943.8378985704,42779.5401607137,49832.6503144654,37912.4209611415,39247.6373561172,23693.5525495088,49589.9074863055,42033.2217871129,24219.6226415094,54323.8165017012,47279.9179655455,51611.1815651098,43339.0988939493,49952.8567036852,27327.7358490566,54150.3091705087,50370.6937857019,77088.6436657682,73830.5789757412,41500.0577754434,34510.8615764415,75327.0286198855,46723.7317888703,57641.6646094163,33195.6911443081,68648.9672904423,64784.7758995581,38593.6751743425,42172.962962963,48783.7573922839,60971.4540880503,41016.3999294657,49426.9865642994,44071.6378178835,43493.5525143736,49521.1446049528,83130.4330000418,76466.0598194568,26908.8150343224,31740.9395059327,33740.8949416342,30552.3405301168,18574.1787941788,20066.0045653957,17222.2641509434,28672.823243431,26568.0086136177,22623.1346123355,27432.4395542503,19077.8616352201,15036.8632075472,19063.5689609354,24181.4780527988,26727.5415543576,28239.3989071038,16575.600853549,10948.75,19710.5044025157,25324.1980134828,27618.8236108707,36870.3354297694,42074.5743661557,30027.3594888689,34883.3876500858,29543.7968467304,17148.3769527288,21407.1133838829,26654.7919458226,32105.4751100345,13639.5223310246,25080.0449988158,25466.1837711711,14723.248362035,39560.3013874523,28652.3054594172,22835.1624154305,38386.5062070536,26982.2065935563,33204.6945436002,17955.1928136511,31072.6651801029,18337.5290772809,39882.5886792453,19162.7717879605,22647.4250622997,16650.4407235654,21968.5530585266,15733.4137248935,29301.3339622642,"2314",-0.221747440888066,0.441525450869898,0.170778345226527,0.484226350792985,-0.206885750292001,0.465531575864241,-0.0311519739416551,0.908260213373551,-0.230428657145181,0.322977523558572,-0.166488482609984,0.601999716707665,1.09699645706995,0.00665427735711848,0.96827921360352,0.00363528338250017,1.06133692588619,0.0118250584422446,0.4890656267744,0.0843570548731239,0.637114461649648,0.00776182970783157,0.681793621309356,0.012011328513036
"4","111.00858_0.6877","2946","[M - H2O - H]-","InChI=1S/C5H6O4/c6-3-1-2-4(7)5(8)9/h4,6-7H,3H2,(H,8,9)",-1.3,2,"[M - H2O - H]-","Fatty acids","Fatty Acids and Conjugates","Monosaccharides","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Secondary alcohols","2946",89780.6290646327,84306.0413877054,75648.6573861022,78851.3750323081,78234.8685983827,76901.7206726825,95130.1768867925,81479.3070114139,68714.5472884775,90595.6628978828,80909.5145137881,75253.0837639707,75326.0377358491,76173.7264150943,67715.5894819761,70762.1597246944,68623.6334925905,56909.2363720894,54425.5467450175,56333.0402515723,58277.0245898671,67955.7873501839,65938.3474972712,65497.9147900183,54277.3205173846,56602.0754716981,54059.6647850294,47433.8907769835,63838.922569337,43392.5248048146,55870.0537985628,52773.3962264151,70317.011739181,65735.7112688247,78089.6722371968,81555.497574124,77299.0331703769,68076.4739904779,68597.6209455162,82213.6852161452,57530.458825604,62173.7372576639,59261.4216671822,68775.0757522621,56546.3850047789,65207.9291870487,58200.1140523796,67020.1220125786,57678.7332040205,58790.8977655452,58341.8379819524,55696.8560207304,58565.483490566,64958.7051834498,52195.6448800899,67922.5803668555,72283.4728652013,71918.8429630717,76962.0909744016,66854.6746165614,62887.8517673075,59877.1900269542,69299.415441602,75047.8880229697,89648.8580149041,69791.5090316611,72600.251572327,65975.1886792453,82479.1146881288,66380.5279880752,64925.2021563342,72716.2264150944,65200.6424079066,66715.0719339623,71702.6062893082,88404.0919063385,68337.4845075299,70841.2997903564,76596.0605837264,70197.9155435759,81829.4768439108,71943.2688402319,68957.7997565429,81254.3593722448,82876.3238329772,75875.0728445188,88782.4122283258,87012.6126944028,89876.9175684918,75902.343632523,80592.0472946464,81810.6441889025,86029.3763919822,88833.6376751073,75219.0535385873,83811.2575216726,89578.4371946178,79975.8298456261,72962.0204556364,99555.1245283019,80166.229410003,81964.7824848701,83484.7516726256,86295.2553779594,87503.3695982958,86912.4169811321,"2946",0.00942958289847604,0.909645334751228,0.0120045671503482,0.87938694885338,0.0398867157339658,0.635863151564816,-0.269001254448959,0.00344407739123918,-0.170205050868515,0.0863624353961459,-0.19736083965134,0.0505148925405365,-0.157877077716373,0.0738738046245034,-0.416594902588158,0.000181386880472558,-0.508257932452676,5.67720580021233e-05,-0.125184667505681,0.203680202890386,-0.418797486016974,0.000237245499277444,-0.624747257017454,1.09083027405249e-05
"5","113.02422_0.6567","1995","[M - H2O - H]-","InChI=1S/C5H8O4/c1-2-3(6)4(7)5(8)9/h2,4,6-7H,1H3,(H,8,9)",-0.3,2,"[M - H2O - H]-","Carbohydrates","Saccharides","Monosaccharides","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Secondary alcohols","1995",20306.3930148535,30259.3329275715,28669.2993557294,40012.6824945538,42329.2643755615,33756.9991796555,48240.1629885445,26595.286512928,71105.1607926902,63535.2351289068,96298.1494920174,83432.0802788126,66948.1132075472,84882.7122641509,69194.0958025432,67831.0596890946,115649.441250304,89975.640618341,137668.448440653,105328.352201258,85350.5280121682,95333.5089592975,69267.5323561516,151296.664637858,102255.894149757,95749.2452830189,130551.906124343,116095.499824212,117942.612640478,106712.914362394,86920.1921377243,94630.7547169811,92530.9569563364,64616.7668339969,119934.555256065,156859.288409703,108819.542644742,107035.566919415,239874.415942336,104210.552901839,150776.508552284,92846.6337991623,78260.0259047325,103028.98926843,80070.9462281851,85437.4854414163,49625.4945789918,148958.088050314,169866.834773409,188895.97291131,263308.904840033,175229.650174103,85291.7954009434,225140.342216458,152606.342257177,61466.4361003789,65434.3812487843,66063.8620512444,38143.2309902825,58691.1065782764,51678.631094625,49765.6334231806,61228.8470887834,63235.0939294504,44235.935864912,37401.1449491089,68995.3668763103,57798.9622641509,47344.6877491363,66164.0697446358,68948.5972596586,46292.0239199918,51674.5586253369,28477.079009434,69620.2779874214,37996.7788902629,40554.9129305868,48351.8448637317,62729.3654186321,44131.6491963662,55806.3036020583,26177.065317727,36047.1322783526,27115.6769529184,29395.4488827726,37547.5369340476,28084.4459039885,27849.4296202732,28489.5663193467,31008.195911353,35773.9091200913,29630.1998436977,38912.5301508594,31992.0804069701,25577.1629997957,36188.3824579296,34902.9985717507,31911.0051457976,27418.9720488868,35968.4377358491,26639.0071877808,34518.3802064792,30919.5893659953,22494.8720105757,31666.7437614121,40387.2532075472,"1995",-0.174335866213189,0.443492513028394,-0.0284804409162138,0.906784281311944,-0.111859804756397,0.627443951664369,0.743964535322236,0.00190928175167112,0.74922144234425,0.00520794412350827,0.450169574215459,0.133875841401057,1.87920966962404,0.011109052347744,1.54616853610916,0.00568072137419127,2.41452158016375,0.00240861537239784,1.15883567096067,0.000170655828516141,1.6533779822885,0.000693136602544304,1.65505571596489,3.15669046027881e-06
"6","113.03545_0.6076","1362","[M - H2O - H]-","InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)",-2.252,139577465726,"[M - H2O - H]-","Amino acids and Peptides","Small peptides","Aminoacids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","1362",71678.9301485347,41028.1582471089,56492.1237919926,56729.9113835247,46647.774034142,32237.2875307629,23173.8704514825,41662.8884230142,26483.8400379732,39899.9384271929,35849.6081277213,25052.782117534,29199.0566037736,33716.0613207547,26741.2509846581,26878.8109647561,52696.5669284962,43389.475030026,32612.5392049276,33757.9572327044,33810.9517256365,48051.3314346743,25762.7689848745,36422.0864272672,46980.7523436573,77778.1132075472,52474.7544849985,40720.676198289,40449.0782554903,43435.2655335068,42712.8732275295,40308.679245283,33341.2789120917,19786.2125670763,35668.725606469,65057.413477089,31531.1260151105,32453.5545759125,36131.5713377147,32100.9923572964,45492.4327279139,17932.2967713237,18947.805830498,66111.8040260925,33747.3737123438,15689.8928488237,31329.2730920867,20999.5647798742,25169.5757362017,40900.4983160106,29057.7489745693,25055.6057170621,25835.4348466981,42224.8073463582,37861.4400836853,38943.8564837391,41206.9974713091,29554.6318185155,29300.4397474194,36189.7567959832,38473.1194492991,40921.5161725067,32444.4958907281,45742.2428219852,31966.1142381481,37570.2852315243,48690.1048218029,51808.1367924528,41020.0918719866,44920.2392813714,34980.9119496855,50527.4822146613,50956.4465408805,64783.5471698113,50030.9672955975,50250.0849654952,45212.6328544227,46283.6268343816,55340.8958579009,74858.5394828791,53434.0909090909,60542.9531440387,45598.6893893285,59967.7189208253,45972.616883352,46037.8706199461,55154.2954382613,56310.8206362991,53279.1889608561,43652.3146324872,49888.5297999073,64237.8821033828,67456.4831701475,62358.1211799096,37256.0285402902,72081.9694033656,69608.4702698639,53392.3399656947,59533.9039249714,61060.7547169811,75654.2557651992,40748.5268778925,56816.1407483451,93653.1943276049,41402.6681375533,63639.919245283,"1362",0.155979715772792,0.521754758154995,0.36564583868082,0.13775695569479,0.413987556123251,0.139419684188063,-0.364937868817816,0.190463654585809,-0.134707901945839,0.627581602033336,0.146621545974311,0.538122464951761,-0.369790974714687,0.315981268519516,-0.562790970171972,0.165175414232202,-0.516524915704421,0.0955717656972697,-0.600339146257865,0.0925016803653817,-0.270259216383063,0.353930185817867,0.0581708579359584,0.822959975908441
"7","114.05578_0.6383","1746","[M - H]-","InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)",-0.04,139577461630,"[M - H]-","Amino acids and Peptides","Small peptides","Aminoacids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","1746",333.657771979125,197.997115033475,194.991543948458,1147.79348668907,193.791891284816,204.244934372436,186.696845518868,331.140391334731,898.143099560935,782.00851577128,954.400471698113,1132.63838480952,634.420754716981,1016.1570754717,576.420330845118,1930.16055535778,654.850332010689,1483.30514121886,273.19745477716,385.616352201258,1296.10234309926,690.887302717456,1199.53091376891,509.01358490566,209.646410347692,468.798113207547,885.619428549335,391.809480839095,541.39813382823,282.943623942746,273.342193444261,651.628301886792,870.741858122506,1459.17631988922,3147.57380053908,2551.67849056604,484.53891963961,539.718737436078,4893.30438838245,761.888655361834,2209.28823840593,986.714645809393,739.726403495206,938.135161674967,622.01953697476,1727.11239226648,736.4737890735,242.387421383648,5656.66753658967,1265.65059935538,2442.31673502871,5130.28156126002,231.434367629717,3488.13625904698,556.163073883228,216.453325331033,224.486644621669,153.464161955804,984.629901312058,362.619095437963,742.001672789528,361.96576819407,673.628845931242,736.57513535685,1521.74952433804,1524.37679526894,504.39392033543,1126.40566037736,763.839599863331,680.40041187777,900.68962264151,151.898525621198,428.703077268643,698.860778301887,373.607157232704,429.861490286808,483.693297559287,883.53501048218,2243.65451798349,480.490216631726,804.891766723842,2300.43817154673,1017.3518969365,434.814614706401,597.710632673016,1676.54952403699,594.114162885121,192.819700797347,835.235857102627,578.675403673338,1054.37903484681,555.835168025008,685.827822834811,1636.01533730686,1524.0695797289,1142.55594084651,1118.00210478839,1478.36295025729,459.31144260237,1712.83245283019,1945.13282419886,864.362691349235,1815.73521186591,1126.32255738493,367.44618076689,2075.38720754717,"1746",1.00791709497285,0.238774178311774,1.72042962569719,0.00329989744817585,1.89343376357828,0.0155612416075541,0.41458402888396,0.576595856680105,1.47533739152461,0.0152519310443156,0.498880598049153,0.463147398629688,2.39816263478843,0.0952586333332497,1.55552322351597,0.0631558417232706,2.9426243219874,0.0661235339908594,1.50586498382017,0.0322046282170759,1.21834739941433,0.0815193249873612,0.40911837477399,0.531563650608746
"8","115.00347_1.1313","3164","[M - H]-","InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)",-0.366,139577461630,"[M - H]-","Fatty acids","Fatty Acids and Conjugates","Dicarboxylic acids","Organic acids and derivatives","Carboxylic acids and derivatives","Dicarboxylic acids and derivatives",NA,"3164",560667.422721799,818110.858186245,751951.886792453,892135.343204224,985682.614555256,552161.899097621,1713139.99326146,570467.365478686,1518559.27376291,1561178.52513323,1609418.57764877,1210533.58971277,1120641.50943396,1351469.33962264,1418380.3968641,1261828.17135398,1183092.7200583,899756.40618341,1409241.2120783,813209.798742138,1826153.00764133,1126706.53850718,1524254.48308124,1770991.96591601,1281576.71769313,897481.132075472,1699714.69996907,1468900.62111801,1166782.96731622,2464003.00910865,1177380.85539715,1153981.13207547,1166690.24834373,1754832.36974208,4104217.14285714,2321253.0458221,1740051.02824128,1864550.30858755,3780278.18528726,1894261.88201576,1666233.32745548,1661732.6611558,1728161.80791834,1774900.11923967,1207389.50051329,2560574.19054274,1089633.41312306,1980966.28930818,3688325.16311056,2024089.34197661,2579198.56439705,2581099.76516317,1328568.8384434,2992343.80621679,1201304.09515323,1167034.32236768,919413.880567983,1433361.06012774,1138633.56902484,1252365.55132782,885678.38927132,1371816.7115903,957923.741173747,768801.644790812,2031082.52735056,1013890.28040391,1275723.27044025,1145976.41509434,1637012.90763449,1153413.21146982,1602472.03504043,954558.51118672,1172588.49955076,533286.757075472,978033.245283019,1288221.8277554,871503.063873983,1101761.00628931,1824361.29127358,1112253.96825397,1455352.48713551,713223.15474652,1277687.36051938,714033.803561982,1178101.8360917,700923.218124126,519222.307141151,614347.007973474,496321.016212737,811330.951272779,1031885.61543674,716405.425923858,620347.884187082,810924.919327284,1316445.30345344,888495.808261091,881463.673607457,951020.068610635,795499.475685855,1119969.05660377,730834.800838575,850611.466714133,743409.621579525,523055.774546329,1022571.93396226,1290051.96226415,"3164",-0.250476084047448,0.541727714789233,0.076490333886889,0.845766399875474,0.0480282206276006,0.919470449182641,0.4151119128136,0.171216161647093,0.634942101912192,0.0765186321269724,0.204324932400428,0.555985364874581,1.44434971217759,0.0225842253957723,0.997991543324094,0.00651183260511928,1.45291621563862,0.0121640226384656,0.691330125307756,0.036004928593353,0.624730139847822,0.0675342776706403,0.724597546378764,0.0454592456597031
"9","117.00762_1.1305","3132","[M - H]-","InChI=1S/C3H4NO4/c1-8-3(5)2-4(6)7/h2H,1H3",0.2,2,"[M - H]-","Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","3132",3214.21192292252,6411.18283627511,6157.09733087897,7244.77934497655,8277.96327493262,4412.55283018868,14320.4337938005,4565.16713254135,12108.9770974249,12631.3535215325,13672.4303338171,10163.2189640668,9204.96226415094,10400.7688679245,12449.0232191755,10114.373917171,9290.25686290388,7140.63298593623,11869.2527169103,6254.6972327044,15330.549741064,8973.11581820339,12988.9427724934,15374.8971393792,10122.689094577,5285.94339622641,14487.7056913084,12461.5328723778,9247.56779049387,21124.6051561483,9713.89693732467,9238.30188679245,9075.95424431444,14337.0441405574,37378.0291105121,19435.0641509434,13674.104480627,15262.993828249,32232.0801356795,16610.0931454502,12825.7337330277,13626.9870630537,14132.1168419425,15233.177035842,9618.18754646182,19974.5189843932,9189.73510982822,16856.9433962264,32017.9985893141,17262.3322348169,21911.8707957342,21608.4650578994,10806.726120283,24360.8885913902,10547.0427337182,10014.4161446416,6831.71332425598,12047.5636884223,9416.08231557455,9772.57431451771,6524.96608053643,11071.4555256065,7837.37353860401,6173.69384741592,17550.6361978754,7818.50955465261,10756.6666666667,8801.40330188679,14075.7173228048,9792.15863178127,13270.317834681,7636.46808949376,9675.82255166218,4124.37346698113,7823.60490566038,9641.22406159001,7194.90368703479,9190.03983228512,14399.284714033,8971.48247978437,11061.627787307,5488.64560794594,10910.9880300264,5303.58917298536,9830.20352732409,5615.99263025009,4378.45402436112,4842.792808084,4068.88091885586,5603.30142135978,8615.91685986375,5744.15161326337,4894.98428373324,6320.60559583919,10130.6327906818,7323.43518612953,6758.38198150793,7920.96051457976,5671.05065908504,7977.56150943396,5645.21353698712,6808.25938056248,5512.31909094127,3588.4426150703,8225.55664181376,10689.2852830189,"3132",-0.269271454426233,0.557098380538658,0.0798075705774009,0.851151574951935,-0.0128902564224558,0.976819562426811,0.429070634243144,0.211582053991575,0.692427649277847,0.0840064376107584,0.210580184088383,0.578260255519917,1.53291114229843,0.0294708099703153,1.02943001411682,0.00640608494173271,1.53562828331562,0.0111804247304882,0.732829391783104,0.0420729105409228,0.675707300936445,0.0782905713460931,0.747651855444625,0.0753596609025156
