sample,con_1,con_2,con_3,con_4,con_5,con_6,con_7,con_8,le1_1,le1_2,le1_3,le1_4,le1_5,le1_6,le1_7,le1_8,le2_1,le2_2,le2_3,le2_4,le2_5,le2_6,le2_7,le2_8,le3_1,le3_2,le3_3,le3_4,le3_5,le3_6,le3_7,le3_8,mp1_10,mp1_11,mp1_2,mp1_3,mp1_4,mp1_5,mp1_7,mp1_8,mp2_1,mp2_10,mp2_11,mp2_3,mp2_4,mp2_5,mp2_8,mp2_9,mp3_11,mp3_12,mp3_13,mp3_16,mp3_17,mp3_3,mp3_6,mp3_9,px1_1,px1_2,px1_3,px1_4,px1_5,px1_6,px1_7,px1_8,px2_1,px2_10,px2_12,px2_2,px2_3,px2_7,px2_8,px2_9,px3_1,px3_2,px3_3,px3_4,px3_5,px3_6,px3_7,px3_8,sl1_1,sl1_3,sl1_4,sl1_5,sl1_6,sl1_7,sl1_8,sl2_2,sl2_3,sl2_4,sl2_5,sl2_6,sl2_7,sl2_8,sl2_9,sl3_1,sl3_2,sl3_3,sl3_4,sl3_5,sl3_6,sl3_7,sl3_9,,,,,,,,,,,,,
group,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,ctrl,le1,le1,le1,le1,le1,le1,le1,le1,le2,le2,le2,le2,le2,le2,le2,le2,le3,le3,le3,le3,le3,le3,le3,le3,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp1,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp2,mp3,mp3,mp3,mp3,mp3,mp3,mp3,mp3,px1,px1,px1,px1,px1,px1,px1,px1,px2,px2,px2,px2,px2,px2,px2,px2,px3,px3,px3,px3,px3,px3,px3,px3,sl1,sl1,sl1,sl1,sl1,sl1,sl1,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl2,sl3,sl3,sl3,sl3,sl3,sl3,sl3,sl3,,,,,,,,,,,,,
sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29,1.27,2.18,4.62,3.07,2.74,1.65,2.665,2.655,2.63,3,4.885,3.495,3.99,3.045,1.533333333,1.173333333,2.81,0.3,1.013333333,1.66,1.906666667,2.613333333,,,,,,,,,,,,,
px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.67,0.66,0.78,1.15,1.02,1.08,0.97,1.205,0.31,1.225,1.06,0.67,1.235,1.185,0.985,0.74,0.763333333,0.976666667,0.823333333,0.89,1.28,0.9,0.853333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20.5,26.5,18,12,20,20.5,13,16.75,21.5,22.25,11.5,12.25,20.5,15.25,20,17.5,18.33333333,17.66666667,14.83333333,18.66666667,12.5,14.33333333,16.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,26047.31087,34492.35962,30571.60964,39767.18852,41988.78968,35500.3744,46190.07626,29162.44856,63529.51607,60774.79591,80906.20459,70281.47558,62903.38335,69778.56969,64169.85586,58306.05346,91253.74046,72468.4919,98056.4754,82897.25617,66838.69428,72178.75611,62153.85101,113474.5281,77775.3232,73771.38467,89637.44592,84614.02692,86033.48006,82627.65505,67429.67017,72566.42866,73830.59833,54217.52548,103443.9418,122139.8677,86057.92291,82176.054,183848.6579,83763.02743,110986.0592,78660.2052,61412.315,80905.8576,66568.31614,71141.72668,43858.82307,115243.6049,122074.5846,141503.0124,200598.2186,132048.8495,69709.45638,174586.7209,40130.38162,110109.1404,50821.23923,54597.73769,56920.86846,37902.69706,48997.19912,43389.11993,42820.05013,56400.99409,54141.58816,44549.35808,37394.91827,57683.61761,45486.16594,44088.50045,52316.00254,60875.18463,41710.22566,45434.35295,28358.4838,4014.458344,63158.67284,37682.97804,37830.55301,40852.65865,30997.46885,34252.63116,38268.26401,31550.51278,30586.97408,31587.89683,33187.247,37506.7134,32773.18376,40778.22631,38293.94981,30352.97333,37372.41742,37096.05744,34221.38889,30511.3965,39363.62865,31174.14389,37680.15985,35444.41578,29095.01946,35707.24686,41030.36667,,,,,,,,,,,,,
1045,5028.163712,3082.740143,4460.232328,3039.530333,2848.474978,2632.045592,2204.170697,2755.340935,1456.238062,2361.005619,1410.491453,1195.403397,1399.152808,1401.484832,1207.272476,1476.589215,1649.163984,1323.347308,851.9611215,778.2778395,1248.373321,1446.062485,874.4772727,493.7255376,745.1913871,1169.860207,942.7901013,835.7561249,620.5452085,580.2183908,934.6132326,1076.037419,2771.831223,1458.598879,2532.167989,3524.490212,1970.139781,2659.23001,1987.553059,2512.208158,1813.477934,1851.015335,1611.285861,2960.165995,1762.608401,1580.187471,2091.821362,1452.52963,1190.504413,1753.519407,1411.573671,1308.915415,1513.636882,2547.052846,211.3876168,1306.736254,2220.480727,2332.913517,2384.905696,1914.048375,2666.254909,2188.826139,2972.262949,1954.293342,2272.117754,1670.03443,1885.844587,2633.451105,2334.625365,2048.710038,1867.94814,1593.3055,2274.120876,2938.359237,2511.141493,264.3182969,2709.710802,1949.709302,2075.08945,2071.017436,3162.245846,2477.079068,2447.842576,2458.732712,2695.399523,2961.005982,1892.17452,2311.163884,2642.278107,2421.469933,2457.800973,1378.441637,3134.774274,3055.348606,1989.547222,1971.473146,3264.217836,1548.006687,2062.589361,1606.786533,2386.226704,1948.458781,2645.833056,,,,,,,,,,,,,
4554,1.147458629,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,1.109682213,1.006167081,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,695.1529726,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,688.0677813,1091.260069,1.051277886,1.182687622,910.091689,1.121217371,277.0361276,373.7809907,1.070050705,2710.010417,17.07033876,1.19845679,966.0752584,1165.691641,656.6281676,599.9900312,1276.321977,182.8567661,280.3478669,454.4608322,238.7203269,1.0233502,472.5295369,451.974222,1329.646437,2939.59507,2725.73205,948.3032282,1073.454405,893.09,2637.425799,1510.055556,10597.78219,633.4296384,5405.197519,7222.801368,1065.672127,3901.336389,,,,,,,,,,,,,
838,389.9064421,1.159796894,1.096149503,502.2612796,603.5085979,455.4787138,374.7451327,1.109682213,1.130619613,1.029209075,412.7761752,1.145022411,1.169860207,1.182687622,1.072178043,3463.087876,1.157308059,425.464465,1.011830311,347.9120062,276.8987257,415.0504601,1.114267677,488.2744922,1073.636385,1091.713545,1594.708846,1514.075224,0.982341631,1436.59842,232.747143,579.8997047,1.107403605,403.8359582,372.6858201,1.027248677,1.154829883,288.503271,293.1640762,1.137775434,1.008047767,1.059539402,302.6962944,1.002426683,1.011830311,169.7813786,1.006167081,1.19845679,1.008047767,192.017621,1.172403382,1.157308059,1.053331163,532.4894986,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,397.508183,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,367.2797323,298.5629196,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,212.7260802,458.2973669,20.56390074,215.4825309,1.140180879,0.989551478,166.7326727,373.380893,234.3546598,0.975236086,1.137775434,1.1282543,1.149905236,1.0233502,1.019481201,1.063719044,206.3534397,229.2862452,184.6683464,0.971721722,1.074313856,0.980555556,178.0447108,586.1967544,1.426734274,1.017557652,678.3310402,443.2381753,1.087309588,1.078611111,,,,,,,,,,,,,
5639,138.6130024,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,203.6915598,1.145022411,1.169860207,1.182687622,137.3460073,1.130619613,1.157308059,1.107403605,1.011830311,1.19845679,1.035135423,1.130619613,1.114267677,1.159796894,1.130619613,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,356.1409993,166.9373344,1296.387831,287.7323545,1.154829883,226.205919,375.696005,1.137775434,1.008047767,209.2590319,270.4263718,1.002426683,1.011830311,920.1484911,317.3450974,1.19845679,1722.753634,863.1994295,511.2851147,1158.465367,206.6635742,829.8848238,1.008047767,1005.300992,579.9411034,1.111970218,410.249946,928.3837119,1.121217371,410.4431317,1.013732247,189.5841002,1.172403382,693.1662582,221.0117863,139.8199588,1.182687622,821.6542589,204.3979268,182.6576554,173.0885954,1.070050705,1.123553241,0.104597664,239.691358,460.8611111,498.4370795,220.1375893,653.6181724,989.2789241,1463.829365,452.9484001,1.1282543,395.107439,1.0233502,975.1337692,736.4126945,709.5051039,1231.613291,1353.131268,402.7786537,799.1820772,180.2261111,820.0399543,848.4695614,1.426734274,876.5241614,1108.96602,409.9180231,366.2058692,1.078611111,,,,,,,,,,,,,
5741,7779.769504,6595.764934,6790.646172,7611.490541,5435.857584,2133.774155,3856.997768,2434.642775,4135.806546,2398.057146,1853.344284,1660.282496,2179.449566,576.9150219,2420.978021,4886.537969,4666.266094,3830.509069,1902.240984,2468.820988,3742.014555,3084.330305,1372.777778,1614.437276,5770.682506,2903.593034,2108.596311,1147.838739,1742.674054,6002.098898,2036.400204,1252.920282,1638.957335,4130.38787,3881.972751,3107.427249,3240.452653,1604.812046,466.4690075,774.5975152,7578.503115,1980.279142,1274.219888,4693.361731,4052.380394,1298.328189,1148.03664,1097.067346,2401.169782,3312.433355,2028.25785,1297.342334,410.9044868,5666.893631,800.7931464,11428.4052,6346.221836,9780.890034,8805.159965,12147.88466,6246.301975,6119.945652,4766.569027,6466.152295,9786.051027,14389.03478,11489.85312,5265.850931,8110.871711,13325.29622,8399.039328,7161.849372,5514.865918,6616.123512,10270.40017,936.9858741,6452.491358,7379.250646,5264.413863,6700.845246,8329.498702,9889.683835,6750.584187,13414.37236,12365.66713,13465.39031,5561.908339,15465.52983,16987.59314,15830.84014,24187.36586,16987.15152,6722.370871,13267.77612,11119.5,23714.66895,17973.06725,25124.79056,14907.2196,23707.18418,16259.31824,11253.65423,9495.013611,,,,,,,,,,,,,
5486,710.9653664,460.0914277,272.7219964,566.2180637,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,162.3062712,585.2502404,1.145022411,1.169860207,1.182687622,235.9863872,465.5891568,1.157308059,131.3380675,1.011830311,1.19845679,118.8335466,1.130619613,1.114267677,1.159796894,384.6367925,1.169860207,1.105134335,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,240.6388033,583.5385066,1027.248677,245.7178836,196.5520462,390.3160955,190.39304,1.137775434,247.9797508,1.059539402,172.84301,423.9262443,1.011830311,1168.49537,181.5125415,1.19845679,1489.8946,575.6388089,216.1911836,555.160676,1.053331163,667.1365176,1.008047767,1821.67893,769.716617,936.5013173,871.9122892,2021.044868,710.1790829,900.7116415,173.652334,970.9705749,879.6542572,2281.851657,1162.554193,395.2804852,270.1258528,2431.758048,448.3748267,488.9061673,1047.176179,924.2027943,1233.661458,82.16146507,488.1314506,1030.38146,932.5533129,913.4553552,1534.248702,1786.643741,1994.357796,2052.546882,967.9293642,1239.597844,376.3882037,3339.820416,1987.027175,1722.414625,7935.496032,5097.118933,895.9274274,2040.122012,1236.480556,2673.309143,2948.582164,2122.9806,2425.857442,6935.084949,1521.734784,997.6065468,757.0771389,,,,,,,,,,,,,
5755,2573.749704,2624.62037,2456.471037,3246.387258,1884.359292,1345.919082,1489.109313,901.2838935,2000.066096,2081.060751,1481.016026,802.0881989,1705.656182,268.1152839,2301.966258,2075.81761,2731.24702,1122.907255,1730.229831,1502.864815,2383.91688,1087.090758,958.7159091,1210.827957,3766.093932,1923.250181,1457.672188,1341.006154,1182.739324,1363.373743,318.0914234,866.7494276,1294.554814,2631.21738,2764.32619,682.0931217,1276.087021,1068.530633,675.1620787,306.8580345,4459.603323,891.4964527,655.7867145,1128.732445,1644.224255,285.4102652,1140.99347,208.5314815,1123.973261,2146.870868,528.4022041,330.2957201,851.7235786,3949.72561,510.8786085,4126.185832,2623.619671,3174.674971,2713.315499,7285.488477,3896.230365,3875.048047,2904.342888,4880.218984,3503.141304,9638.387313,6268.13344,1905.966807,2940.161428,8516.036217,2224.495264,2248.176532,3456.8602,4280.202822,4459.382813,288.6895526,4204.18642,4439.864341,1739.631498,4136.778482,2231.817757,3190.287375,2171.850764,4545.412857,4359.574616,8401.207652,1726.391788,5411.406217,5144.145299,5652.498763,9269.110776,6522.287405,4665.235986,5232.982791,3860.447222,8415.699609,5408.950877,8768.708848,4856.802673,9453.530592,9291.856865,4641.72463,3436.455,,,,,,,,,,,,,
5767,704.4248522,779.1515532,788.6795675,1134.546912,277.1431327,1.172403382,160.828621,1.109682213,272.9315747,1.029209075,207.9437767,1.145022411,1.169860207,1.182687622,124.908742,169.8190659,263.9819683,180.5067876,1.011830311,1.19845679,1.035135423,138.6139646,1.114267677,1.159796894,542.4712905,148.8062184,431.2234176,134.2122728,0.982341631,650.5373264,134.881308,1.169860207,202.1011579,247.8826453,326.4596296,1.027248677,144.3537354,1.008047767,1.211922597,1.137775434,751.3988058,1.059539402,1.105134335,180.5370456,177.2726704,192.6408322,1.006167081,1.19845679,144.957269,523.2609565,1.172403382,1.157308059,1.053331163,457.7520325,1.008047767,2561.424538,878.5426883,1170.904639,984.2851005,2412.284569,198.2312312,1495.578922,210.653561,764.2919223,1160.327627,1660.970472,2177.920516,285.6322016,599.8591618,2029.177845,763.4369081,700.8832121,777.1304645,630.2598655,890.9777199,85.24709616,331.6129938,818.877907,427.4862385,742.7278265,804.119704,1202.827362,1018.146474,1737.383087,1535.554103,2936.857972,363.1869861,1987.988343,2145.521313,2212.474016,5472.26945,2089.078921,1502.281782,1571.721171,2169.969444,2801.011633,1852.940351,2729.342666,1856.025157,2939.367052,1622.496756,2545.391745,1010.982194,,,,,,,,,,,,,
653,1002.64935,1925.262843,572.5188855,2186.773212,1322.582672,708.8350845,1632.362351,2018.511946,2437.615886,1912.270462,2535.773237,1124.870017,2126.805857,2011.751645,2389.884858,716.360587,2636.347759,2466.187828,2316.079581,1668.251852,2519.51962,2535.979793,2687.613636,2397.300179,2827.679653,2956.236744,1148.234574,2534.624454,3079.641014,2097.945103,2334.061722,2519.878886,1619.02407,1224.075178,312.180873,1178.254233,2114.493517,2302.381101,1112.060175,1089.192423,1558.441848,1973.921906,2979.442168,1527.698265,1713.028716,800.6357167,1222.493004,1003.228179,272.3745067,1989.530284,2413.978563,487.5738853,2249.915365,1616.720867,769.9468847,1634.527721,1859.156726,188.0341638,1415.414775,977.1265587,1134.67198,750.8479049,1330.016708,1366.461316,1546.40006,955.1146709,1901.94326,1900.710418,446.582846,1232.698413,1034.547268,1091.45172,1435.201123,972.8901014,1362.870081,133.6758146,1790.494444,3127.51615,1526.877931,1029.831817,1814.485981,1970.897846,531.8937613,529.0655767,1673.201127,1310.891969,517.9175364,1165.267013,780.2379191,2691.723274,870.1592052,2084.211542,2611.987988,707.5431054,732.7691667,1845.881442,2686.309357,2610.923721,2341.400157,2601.415729,1384.332095,1649.448645,1410.823333,,,,,,,,,,,,,
1154,128285.8747,118647.2222,119699.5257,113349.152,107754.106,101752.8895,127964.6887,121177.2977,116793.0061,137708.1743,108275.9615,117593.8016,110762.3644,107648.2273,111935.3877,108449.0333,83360.8995,80796.16701,58271.30759,79217.99383,74850.64246,92767.33927,99626.67298,74679.32198,75661.06452,83095.17052,70607.03267,74765.83851,81269.12315,68587.11386,88287.94411,74999.73789,110673.9163,103507.0846,121523.5185,106012.0635,123451.3145,105643.406,142400.9051,109647.4185,80855.51142,97933.22692,84819.06022,89386.38734,108569.3923,110324.6056,99680.97274,90483.48765,101712.0197,80657.75219,79418.60507,119781.3841,84540.35916,93224.52575,27549.94548,89101.69405,101578.1478,103046.2801,110589.1159,118236.5286,109542.9372,112856.569,106746.0056,112824.0457,102878.3967,121230.4505,120510.0687,99146.01744,104821.6039,120340.0123,105641.1007,107861.1111,104226.4471,114495.4255,93333.56771,9293.502446,110677.4846,101749.7416,106079.9185,126994.3686,106147.4299,95832.83749,120929.2747,127089.5159,108662.1717,121889.955,102068.949,116526.7013,96947.35371,104738.1836,116325.0615,93911.20387,94101.53153,127628.4861,112861.9444,98879.72114,129546.8713,104394.1468,98886.25262,92258.68772,90765.92652,99782.40087,108292.5556,,,,,,,,,,,,,
7675,1.147458629,396.882497,1.096149503,4059.039465,1.070050705,1.172403382,1.203807044,1.109682213,1.130619613,1.029209075,1.037126068,1.145022411,1.169860207,1.182687622,1.072178043,3201.914745,1.157308059,4502.703057,1.011830311,1.19845679,4257.511996,1.130619613,1.114267677,1.159796894,1.130619613,122.6013497,272.4156136,1.116574649,0.982341631,1.162296456,1.098381987,1.169860207,1.107403605,0.989551478,1.027248677,1.027248677,1.154829883,1.008047767,1.211922597,1.137775434,1.008047767,1.059539402,1.105134335,1.002426683,1.011830311,1.109682213,2174.327063,1.19845679,1.008047767,1.035135423,1.172403382,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,3533.658789,1.051277886,1.182687622,111.8760619,1.121217371,1.070050705,0.982341631,95.34151786,113.366522,260.9711717,1.19845679,2273.520672,0.989551478,1.051277886,813.3937435,561.9750213,0.975236086,1.137775434,703.8050325,2205.518242,1.0233502,1.019481201,87.20368727,5480.737751,7653.364353,0.973475732,1996.888138,1.074313856,1336.497222,4193.07431,2466.045614,115.6368129,1216.998952,1421.621586,86.4377418,75.42666611,1.078611111,,,,,,,,,,,,,
839,1179.58747,585.9293907,1.096149503,1678.074038,550.0060626,483.9681159,1.203807044,586.9109225,1767.158456,1026.944816,1088.982372,1.145022411,1402.662389,764.2527412,999.2699359,11075.54973,1607.500894,3008.815594,2568.025328,2942.21142,4370.341757,2898.908689,1024.569129,3325.137694,3893.853948,3080.241926,5193.026241,6147.860018,2302.608784,3458.994253,3168.832032,4060.584779,516.2715606,0.989551478,1.027248677,1.027248677,1.154829883,964.6009086,1.211922597,1.137775434,1.008047767,975.4119734,2364.987477,1.002426683,241.220346,171.5568701,586.6960251,700.8575309,1.008047767,1097.243549,761.9449577,1.157308059,305.7820367,742.8306233,1.008047767,750.2659423,319.401839,197.8195017,1.049232598,424.743654,1.121217371,214.702741,1.013732247,255.5359861,1.172403382,1.132994865,234.4656776,1631.583279,1.182687622,232.8671473,1.121217371,300.8982584,344.9001467,1.070050705,4372.869213,0.104597664,1.19845679,3134.357235,205.4308869,1.051277886,160.4812046,2359.07363,0.975236086,1.137775434,299.7771676,1.149905236,1.0233502,183.9144087,1.063719044,1328.445311,248.3843897,752.8861312,991.1561562,1.074313856,0.980555556,643.050636,1449.880409,1372.803718,403.7668763,2686.409475,3556.439608,194.8458781,267.2798333,,,,,,,,,,,,,
7216,2275.410461,1637.633214,1252.898882,1623.193629,1592.23545,1527.641606,1770.800161,1672.291095,3833.931109,1277.248463,2525.401976,2137.756841,1784.036816,1973.905641,1405.625414,1763.766597,1852.850203,1880.371321,1707.969564,1481.292593,1063.08408,1450.584964,874.4772727,1194.5908,2003.457955,1204.956013,746.5182434,658.2207557,1020.652955,811.6316152,752.1719846,566.2123403,1.107403605,0.989551478,571.4584392,1.027248677,1.154829883,88.03281153,160.3373596,1.137775434,114.7158359,1.059539402,1.105134335,1.002426683,1.011830311,104.2324503,268.4453773,1.19845679,1.008047767,1.035135423,127.9092089,1.157308059,1.053331163,1.195799458,1.008047767,1.107403605,1.072178043,1.111970218,1.049232598,1.080772656,1.121217371,1.019481201,1.013732247,1.102874347,1.172403382,1.132994865,1.149905236,1.051277886,1.182687622,1.085121842,1.121217371,1.070050705,0.982341631,1.070050705,1.123553241,0.104597664,1.19845679,1.140180879,0.989551478,1.051277886,793.5352025,756.9945351,651.3601818,201.0449191,108.2560001,82.22972341,109.9078115,812.5265175,450.910503,178.6074301,155.2809356,806.8166867,314.93501,146.9661355,310.2477778,1.055392477,427.9247661,146.2402631,223.1503931,167.0531843,1.145022411,1.087309588,196.5229444,,,,,,,,,,,,,
6422,27722.60047,22917.58662,20728.1871,20221.31985,19785.23754,21513.60205,25436.44283,21882.93324,28084.59119,23074.86747,24061.32479,27480.53786,27164.15401,27308.25719,27587.14104,29102.14885,33284.17978,34528.8444,31336.38472,36648.80864,28342.00789,33014.09271,32336.04798,39027.16547,45496.13324,40676.03941,36635.20321,39939.8752,35403.59239,38646.35716,38311.5637,38769.16727,36322.83824,41452.31142,49246.30159,42959.53968,42174.38734,43618.2269,49046.50749,38934.67534,44374.26272,42000.14189,41088.89458,33952.19176,35464.65239,48515.30636,42359.63412,40076.39506,46793.57736,38972.84869,49709.90338,49555.93109,39131.25271,50534.48509,16451.33956,44705.88353,40721.32207,39541.66094,37384.15748,37351.50301,37381.38716,32399.11258,33970.16761,34553.05328,42839.61957,41671.55112,35727.55567,37162.67327,35386.01365,39465.8814,33636.52114,37205.66303,38940.02226,40223.20602,34335.78704,3601.297571,41838.12654,36896.25323,35455.62946,36426.77875,35402.63759,34345.79335,35995.96393,33416.46449,33531.71781,37072.9448,35346.51592,36018.27085,30550.01096,30364.46424,33747.28929,31229.10148,29209.95495,28426.34462,31064,36632.67286,35526.04386,31573.62948,33304.66195,29424.02543,26885.12621,30923.08468,32919.21111,,,,,,,,,,,,,
778,519.4545213,1.159796894,309.6622346,1235.86459,402.7670855,1.172403382,1.203807044,384.6158551,466.7197764,310.4094572,271.8307425,297.1333156,781.4666185,229.2048611,1234.076927,5949.320405,479.4727289,1392.006331,1939.678705,1433.354321,1716.254532,987.0309224,475.0123106,1702.58184,2184.357093,1844.869547,2820.302823,3588.670922,1058.964278,2224.635417,1537.734782,1970.044589,298.7774926,0.989551478,553.5843122,1.027248677,563.3260171,317.1318276,1.211922597,1.137775434,1.008047767,225.9997544,1228.909381,605.2652313,1.011830311,268.5430956,347.9325767,1.19845679,292.7370717,772.2110258,637.3184783,253.6819266,240.5808377,542.773374,1.008047767,519.8152521,1.072178043,1.111970218,1.049232598,245.2273157,1.121217371,285.0469439,161.9944131,229.5081516,1.172403382,313.952877,1.149905236,803.176305,1.182687622,197.6006875,1.121217371,1.070050705,0.982341631,369.1674934,2319.013889,31.04458667,271.81,1790.083979,478.6460499,206.5761046,1.008047767,1313.586852,164.7173749,452.0381798,275.9710019,1.149905236,209.275116,363.3431002,261.2493973,1030.44596,504.0390957,315.7955275,479.9333584,1.074313856,454.3894444,1.055392477,867.6574854,790.1254409,548.3618187,2037.826246,1749.594244,1.087309588,1.078611111,,,,,,,,,,,,,
6896,7085.557033,5471.921744,5294.4021,4824.199011,5543.932705,5676.777174,6604.085441,5761.47005,6771.280864,5750.191105,5586.99813,7069.368365,6640.126537,6586.387366,7198.60338,7137.601619,7802.570935,7332.119268,6014.319366,8571.362963,6948.864097,7549.147158,7650.561869,8416.646057,9742.549208,9254.7641,8085.162796,8862.252991,7807.651285,7657.209052,6599.078977,8624.209448,9250.142311,9785.674567,12368.07407,7952.959259,10253.73453,9804.272586,11424.79432,8801.830755,8434.33567,8855.630321,8755.979337,7246.542493,7962.092714,10798.31762,9307.045502,11052.16852,11300.21547,8757.245681,9927.911836,10596.31259,8861.675076,9850.995935,2725.761163,8614.492642,8943.037055,7449.088488,8024.530912,9798.284903,9195.103661,7383.082861,7196.485223,7738.869291,8355.718901,8436.279762,7309.947584,8922.195419,7763.16155,9506.752459,7835.06699,7419.731592,7654.405991,8208.358962,7106.474248,713.4606661,9080.707099,8795.355297,7023.836391,7867.763699,7925.271547,8889.743016,8365.575146,7864.303797,7624.742562,8189.625089,7311.837181,8904.148813,6916.301227,8549.614576,7664.215571,6731.584687,6913.80005,5934.509739,7409.077778,7345.531637,7721.720175,7615.907554,7522.803721,7161.734939,6652.580208,7822.105175,7050.880833,,,,,,,,,,,,,
7790,491.5712766,1.159796894,1.096149503,1.055392477,1.070050705,1.172403382,1.203807044,1.109682213,564.8575588,1.029209075,183.4676015,216.9817469,1.169860207,1.182687622,273.1909653,202.6070347,606.3136922,207.4166952,138.2160204,291.584537,1.035135423,195.3710692,1.114267677,421.4701912,1770.550314,235.6098457,658.7705772,1065.43553,599.6213317,465.034812,458.1351267,1385.114485,1809.49749,2042.434251,2293.846296,1532.655026,2242.679634,1778.196262,2216.606429,1885.293894,2688.463396,2116.959725,1971.559654,1399.38765,1664.460861,2839.676783,1638.040008,2683.344753,2933.419003,1740.062647,786.7999094,2680.325465,2489.021539,3320.735095,1327.59891,3002.171173,3084.656229,1819.183276,2123.646779,2487.938655,2392.67787,1941.092208,1751.729323,2607.194956,3555.899457,2565.100373,2426.300047,2668.143275,1727.906615,2552.206573,2186.373874,2774.641479,3698.516242,2171.132881,2486.423322,252.1849679,1758.136111,2756.957364,2260.135576,2142.504332,1430.419782,954.6018874,433.8825347,839.450715,965.5600302,1359.187989,904.232237,1495.578922,1531.755424,814.123175,1208.825732,1277.20016,866.1927427,1151.664453,1243.344444,1822.662807,1295.468713,1530.885876,1497.844864,1189.912445,1455.323484,1297.160338,1430.238333,,,,,,,,,,,,,
5857,1552.511525,1631.834229,2212.029697,1334.01609,1049.398727,1.172403382,442.3990885,475.831733,1.130619613,1.029209075,341.2144765,196.9438547,170.0976741,164.3935794,921.3225922,708.7854356,653.9947842,1.107403605,190.6288305,1.19845679,148.9559874,1.130619613,1.114267677,1.159796894,165.2965875,1.169860207,188.0938638,1.116574649,392.3472475,1601.644516,1.098381987,1.169860207,2263.532968,353.6656983,1255.297884,534.1693122,1.154829883,168.2431724,278.7421973,1.137775434,712.7905763,864.9020138,309.8796676,201.1870353,369.0145143,1340.496113,430.1364272,1.19845679,1490.902648,1413.994988,1027.142603,1514.916249,584.9147949,1299.834011,1.008047767,4771.802133,1078.611111,1283.213631,1001.597438,6060.973057,1140.278067,1153.033239,1459.774436,1784.450693,485.4922403,7221.709267,3127.742241,227.8119179,241.5048124,5564.504807,1904.948314,1019.758322,177.7056011,517.7975364,2710.010417,51.42021162,931.2009259,1024.794574,531.1912334,435.4393004,437.0895119,1762.835626,1204.416566,2355.195148,977.4067004,1765.104537,1525.815149,5363.490601,5822.79805,1464.172544,10110.0802,4446.837144,1956.075826,1887.569444,1102.144444,6858.995706,6420.574561,7946.909906,4425.358229,7030.196998,5592.289455,1488.526826,1359.05,,,,,,,,,,,,,
