"node","degree","strength","eigencent","betweenness","closeness"
" 8516",61,1.0225960061809,0.182480110174734,0.000157627034602266,0.0085231387464564
"10248",47,1.04542767734398,0.262032789012484,0.000900701057545176,0.0096896521226463
"10666",47,1.04159162099396,0.239795172889186,0.000304119267643224,0.00989104089272523
" 9982",50,1.04367861650957,0.149879732221959,1.68761836163574e-05,0.00901880066717556
"13987",52,0.945126228969463,0.428906893661075,0.000739246434906211,0.0116759358360394
"11195",70,0.970519047322657,0.134111521337518,0.000500196163886881,0.00918243469951631
"14733",28,0.799718190621545,0.240839560711606,0.00211491637155093,0.0114380585011395
"10258",46,1.05987732824001,0.258452086015116,0.000460006489501535,0.0100967810993762
" 9798",39,1.01635777941481,0.137318562669009,0.000877909510599374,0.010776299294899
"13914",30,0.613756694537528,0.250283074234941,0.000424514309524866,0.0113116559833462
"14964",34,0.624782811897971,0.228611333275236,0.000131181880894159,0.0110367635424309
"11198",52,0.953848202072406,0.118687178148004,0.00176643187893687,0.010017511051593
"12358",56,1.04700638660223,0.131167225958312,0.000120916985704829,0.00943006548250011
" 7228",51,1.03619754388758,0.312946346243663,0.000304293248917619,0.0100450252041714
"11573",60,1.04722122277826,0.153990481200047,0.000173633311846646,0.00962963162908092
" 8520",61,1.02992316492105,0.180317071280927,0.000179026731352904,0.0085300719126653
"11747",40,1.00066043637781,0.131225416534848,0.00149154146539208,0.0107233240093773
" 9827",45,1.02302760868991,0.173929000206259,0.00111069645574047,0.010584255388259
" 9631",55,1.03169673564284,0.126870832715903,4.52351313428136e-06,0.00796247272104404
"10351",53,1.06531211257559,0.16360030123043,0.000152929540193589,0.0098357523291607
" 2845",39,1.08262507496441,0.508010790402232,3.82758803669961e-06,0.0101274867278318
"10266",48,1.05521287436396,0.247494949539302,0.00136088152832111,0.0112411318618713
" 9628",55,1.03080265150821,0.126258419871917,1.73981274395437e-07,0.00793856816021596
" 9627",53,1.0276071095094,0.126908325547388,4.52351313428136e-05,0.00800231302080366
" 9767",45,1.06987770843302,0.153927932240711,0.000234526757885049,0.00948500592671176
"11143",49,1.02737304578997,0.240302434994193,0.00222730827481038,0.0115770756076158
"10815",49,0.866781830375005,0.226336284490566,0.000355443743589877,0.0102916971703753
" 9973",63,1.05448070903392,0.143728565008693,2.97507979216197e-05,0.0091781885161864
"10648",40,0.755117418186941,0.181245762497667,0.00334861758828897,0.0116205744462749
"11164",55,1.01943023563752,0.23785480570649,0.000665826337111337,0.0113921507173729
" 9634",52,0.995858968498293,0.123049711556156,0.000120221060607247,0.00834656989488644
" 9769",52,1.0548156594312,0.149732237319724,0.000381192972200402,0.00957944999483949
" 9979",53,1.01975884458218,0.145750651727961,0.000521073916814333,0.0104480013103024
"11112",41,0.962094489035221,0.335465122684653,0.00524988495488231,0.0125640876927057
"10802",53,0.947116075463937,0.221227696526399,0.00150459006097174,0.0115275539385118
"15560",25,0.451948269920933,0.171645215241991,0.000424166346976075,0.0108444748813564
"10860",42,0.864471030737545,0.146865586747218,0.00431960708068991,0.0120490514285404
"11191",88,1.04380132774086,0.157826988980474,2.95768166472243e-06,0.00697357826181993
"10734",24,0.87131576235672,0.125717853153846,0.00441755853817454,0.0115922852903145
" 9894",60,1.0485564144669,0.141316336030843,0.00042016477766498,0.00977593935864641
"10030",43,0.909277363370431,0.118413402132979,0.00129181096238612,0.00978928439614609
"10327",92,1.03396328303839,0.163818554313384,3.9841711836555e-05,0.00791099040633997
"10567",93,1.06858747932062,0.173136057367505,1.09608202869125e-05,0.00795713232438526
" 9266",30,1.05818246132689,0.541240200629788,0.000506459489765117,0.0125759895244
"11189",93,1.03902116718311,0.152627942185275,6.95925097581747e-07,0.00693946646370411
"10274",80,1.03655289767148,0.153526590779639,0.000164064341754897,0.00871660259181053
" 9891",53,1.02127131308046,0.136996482647105,9.70815511126538e-05,0.00910327771645057
"10562",92,1.05369141418738,0.167914689207303,2.57492286105246e-05,0.00782301616025895
"11182",79,1.02659954075452,0.136350599842107,9.39498881735359e-06,0.00662694692371246
"10628",77,1.04067966574048,0.141145034439569,5.0976513397863e-05,0.00874574404524225
"11168",61,0.99774111931732,0.139502123544149,0.00621408917758182,0.0110711520864755
"12720",54,0.990822177378767,0.188109893169407,0.000970467548577747,0.0105740783213101
"12733",45,1.03420362967126,0.20563321254773,0.00409203957378067,0.0113270817621271
" 9643",54,1.0568809572066,0.190292386700446,0.00408368847260969,0.0107607786335228
" 9805",64,1.03788461512557,0.136798210581133,2.71410788056881e-05,0.0087035376665623
" 9520",51,1.08204989177892,0.195930202343022,0.00470741134131733,0.0115520757120856
"10011",54,1.01390027289074,0.141644891799666,7.0114453581361e-05,0.00946704368645215
"11466",61,1.09941439090143,0.24760918173303,0.000567874879626706,0.00958256470167537
"10191",41,1.00915795109545,0.161526302274401,0.00042816791628717,0.0101067374733164
" 9813",57,1.06572924031401,0.16166324363849,5.84577081968668e-05,0.00893475329165569
"11468",61,1.09775160159757,0.252720938185054,4.88887381051177e-05,0.00936364363825721
"10189",42,0.952273353953642,0.153368795822613,0.000195554952420471,0.00955404527271512
"13774",33,0.833969095910544,0.30187948580587,0.00188682692081851,0.0124700704816322
" 9595",61,1.2393376855903,0.232864053381461,0.00125249119437275,0.010848958494993
" 9942",50,1.03267406194561,0.14262646188015,4.34953185988592e-06,0.00863705217925877
"10521",94,1.03089316621071,0.132565309227093,0.000107694408850775,0.0077032311693724
"11457",60,0.989843043675428,0.205251337763125,0.00101465879227419,0.0100213567449673
"10272",20,0.918028968127323,0.155559519150488,0.00320177739269922,0.0114554618675626
"10530",69,1.02057815931661,0.128145876674744,0.000118655229137688,0.00865038050464256
" 9941",49,1.08596904728738,0.174744573981843,0.00108007575144687,0.0102381105590479
"16305",51,1.43298302912408,0.802616253285523,0.00178626574421795,0.0128065487540518
"15471",26,0.487140053479052,0.17910281624304,7.98574049475055e-05,0.0110603557388827
" 9676",67,1.02649494722791,0.182181485438772,0.000147884083236121,0.00888018636230151
" 9280",25,1.14222352928996,0.564860893657377,0.00242999645948107,0.0126477701411923
" 9206",36,1.23847422337063,0.62474555427561,0.0015593941624063,0.0126977517992149
" 9670",35,1.03623803926031,0.181085495581915,0.0013535743147965,0.0114385251827292
" 9208",29,1.22521821408664,0.593405979511775,0.00378113503643603,0.0127424329013476
"16295",28,1.21742220826589,0.640193762264764,0.00115401779306493,0.0123794144065264
"14008",35,0.817444521092082,0.359610877469768,0.00260154199603497,0.0123271794525117
"12839",29,0.631748358961117,0.213460257457684,0.000431125597951892,0.0112835131385162
"10374",42,1.00891624415583,0.16081105344715,0.00134052571921684,0.0107890200675541
" 1840",49,1.08925753328651,0.467407748961713,0.00042625412226882,0.0101810778759856
"15387",35,0.92232747524826,0.483901288113092,0.00108477324585555,0.0118950833382428
" 7508",73,1.12882978533458,0.382798435688354,0.000646166453104652,0.0111078549956565
