"node","degree","strength","eigencent","betweenness","closeness"
" 8807",64,1.03616361035672,0.118439075517336,1.59620486331698e-05,0.00850430492296658
"11204",37,0.873748010057672,0.163760438837383,0.000885787285483368,0.0125257721451396
"15290",13,0.23585459937079,0.0885477934620153,5.74633750794112e-05,0.0122771958864494
"14979",26,0.541911520093086,0.128441118809031,0.000807254006208173,0.0126824727142939
"14987",21,0.45194877636614,0.110520855269589,0.000805551387687301,0.0124395293382584
"15671",18,0.442205916087494,0.181633463204477,0.000679131962512597,0.0135244701207383
"16290",29,0.477302754381673,0.127191436409927,8.51309260435721e-05,0.0118046987677051
"15994",9,0.179256310546037,0.047627111690939,8.00230704809578e-05,0.0120390775968198
"10596",62,1.05207532025244,0.163697816192603,0.000951763753167137,0.0103826027178881
"15738",8,0.181217300426658,0.0988244974440886,0,0.0126383804227799
"16386",15,0.253054801629489,0.124305125219429,6.38481945326791e-07,0.0116802043983338
"17159",12,0.460050349835957,0.0869436505611155,0.0012558939864578,0.0124105565060695
"17028",15,0.394536621577076,0.0852918527152215,0.000658913367577248,0.0120334730238228
" 7313",65,1.06538597138523,0.169515691050235,0.000256031260076043,0.0110500310701829
"11737",57,1.05307308621387,0.13028395445682,0.000126632252489814,0.010890909231598
" 8837",70,1.03060473311532,0.112162242634119,4.34167722822218e-05,0.00875868172673966
" 7358",58,1.0378275346199,0.171318209612442,4.25654630217861e-05,0.0111442608369528
"10269",47,1.10116485087874,0.197416380971368,0.000884084666962497,0.01227702323393
" 3061",46,1.2324347243319,0.482364453808694,0.0016515399652453,0.014055579834812
"14519",48,1.02780465649564,0.201335082180011,0.000841306376625602,0.0119458092215116
"10460",34,1.13440698860375,0.142297208583404,0.00185904659747651,0.0126288959094182
"10723",59,1.10621463966581,0.143097822163307,0.000225596954015466,0.0103066187964444
"11870",43,1.00043681287752,0.209583482360224,0.00248050235759458,0.0135023578828299
"12554",35,1.12804932465981,0.24117168468445,0.00134379166759779,0.0130285290481581
